card_id,disp_id,type,issued
906,7683,GOLD,1998-05-18 00:00:00
756,5012,CLASSIC,1998-05-18 00:00:00
218,1322,CLASSIC,1998-05-18 00:00:00
717,4654,CLASSIC,1998-05-19 00:00:00
8,60,JUNIOR,1998-05-20 00:00:00
700,4533,JUNIOR,1998-05-22 00:00:00
757,5013,JUNIOR,1998-05-22 00:00:00
126,707,CLASSIC,1998-05-23 00:00:00
358,2287,JUNIOR,1998-05-23 00:00:00
639,4112,CLASSIC,1998-05-23 00:00:00
212,1280,CLASSIC,1998-05-24 00:00:00
415,2609,CLASSIC,1998-05-25 00:00:00
161,963,CLASSIC,1998-05-25 00:00:00
207,1244,CLASSIC,1998-05-25 00:00:00
1216,13097,CLASSIC,1998-05-26 00:00:00
649,4190,CLASSIC,1998-05-29 00:00:00
475,3075,GOLD,1998-05-31 00:00:00
586,3756,CLASSIC,1998-05-31 00:00:00
446,2841,CLASSIC,1998-06-04 00:00:00
823,6178,CLASSIC,1998-06-05 00:00:00
644,4165,CLASSIC,1998-06-05 00:00:00
111,615,CLASSIC,1998-06-05 00:00:00
469,3026,CLASSIC,1998-06-07 00:00:00
17,127,CLASSIC,1998-06-07 00:00:00
558,3568,CLASSIC,1998-06-07 00:00:00
192,1169,CLASSIC,1998-06-08 00:00:00
631,4061,JUNIOR,1998-06-09 00:00:00
317,2015,CLASSIC,1998-06-10 00:00:00
716,4651,JUNIOR,1998-06-11 00:00:00
7,56,CLASSIC,1998-06-11 00:00:00
863,6906,CLASSIC,1998-06-12 00:00:00
123,679,CLASSIC,1998-06-12 00:00:00
770,5232,CLASSIC,1998-06-15 00:00:00
143,816,CLASSIC,1998-06-15 00:00:00
785,5468,CLASSIC,1998-06-16 00:00:00
646,4167,CLASSIC,1998-06-17 00:00:00
160,954,CLASSIC,1998-06-17 00:00:00
669,4341,CLASSIC,1998-06-19 00:00:00
101,566,CLASSIC,1998-06-19 00:00:00
332,2126,CLASSIC,1998-06-19 00:00:00
362,2320,GOLD,1998-06-21 00:00:00
173,1031,CLASSIC,1998-06-21 00:00:00
16,116,CLASSIC,1998-06-23 00:00:00
365,2332,CLASSIC,1998-06-23 00:00:00
701,4534,CLASSIC,1998-06-24 00:00:00
80,471,CLASSIC,1998-06-25 00:00:00
831,6275,CLASSIC,1998-06-29 00:00:00
354,2265,GOLD,1998-06-30 00:00:00
250,1522,CLASSIC,1998-06-30 00:00:00
142,810,CLASSIC,1998-07-01 00:00:00
991,9149,JUNIOR,1998-07-01 00:00:00
1192,12736,CLASSIC,1998-07-02 00:00:00
738,4808,JUNIOR,1998-07-02 00:00:00
627,3994,CLASSIC,1998-07-05 00:00:00
696,4516,CLASSIC,1998-07-05 00:00:00
260,1616,CLASSIC,1998-07-05 00:00:00
768,5223,CLASSIC,1998-07-06 00:00:00
233,1418,CLASSIC,1998-07-07 00:00:00
450,2880,CLASSIC,1998-07-07 00:00:00
440,2782,CLASSIC,1998-07-07 00:00:00
301,1899,CLASSIC,1998-07-07 00:00:00
485,3124,CLASSIC,1998-07-08 00:00:00
567,3611,CLASSIC,1998-07-08 00:00:00
66,425,CLASSIC,1998-07-08 00:00:00
1002,9261,CLASSIC,1998-07-09 00:00:00
453,2911,GOLD,1998-07-12 00:00:00
277,1777,GOLD,1998-07-12 00:00:00
571,3627,JUNIOR,1998-07-13 00:00:00
687,4471,CLASSIC,1998-07-14 00:00:00
640,4115,CLASSIC,1998-07-14 00:00:00
39,254,CLASSIC,1998-07-14 00:00:00
435,2740,CLASSIC,1998-07-15 00:00:00
411,2572,CLASSIC,1998-07-15 00:00:00
548,3501,CLASSIC,1998-07-16 00:00:00
1167,12335,CLASSIC,1998-07-18 00:00:00
727,4723,CLASSIC,1998-07-19 00:00:00
603,3850,CLASSIC,1998-07-20 00:00:00
496,3183,JUNIOR,1998-07-21 00:00:00
73,451,JUNIOR,1998-07-21 00:00:00
146,822,CLASSIC,1998-07-23 00:00:00
439,2779,CLASSIC,1998-07-23 00:00:00
613,3913,CLASSIC,1998-07-23 00:00:00
323,2065,JUNIOR,1998-07-24 00:00:00
623,3984,CLASSIC,1998-07-25 00:00:00
530,3360,CLASSIC,1998-07-25 00:00:00
396,2508,CLASSIC,1998-07-26 00:00:00
1076,10604,GOLD,1998-07-27 00:00:00
344,2168,CLASSIC,1998-07-27 00:00:00
525,3337,CLASSIC,1998-07-27 00:00:00
42,264,JUNIOR,1998-07-28 00:00:00
740,4823,JUNIOR,1998-07-28 00:00:00
780,5333,CLASSIC,1998-07-29 00:00:00
509,3253,GOLD,1998-07-30 00:00:00
308,1938,CLASSIC,1998-07-30 00:00:00
618,3947,CLASSIC,1998-07-31 00:00:00
209,1251,CLASSIC,1998-07-31 00:00:00
1155,12088,CLASSIC,1998-08-01 00:00:00
95,519,JUNIOR,1998-08-01 00:00:00
833,6299,CLASSIC,1998-08-01 00:00:00
319,2038,JUNIOR,1998-08-02 00:00:00
795,5563,CLASSIC,1998-08-02 00:00:00
508,3249,CLASSIC,1998-08-03 00:00:00
78,468,CLASSIC,1998-08-04 00:00:00
683,4437,CLASSIC,1998-08-05 00:00:00
32,219,CLASSIC,1998-08-06 00:00:00
550,3515,CLASSIC,1998-08-08 00:00:00
1217,13098,JUNIOR,1998-08-09 00:00:00
1003,9274,CLASSIC,1998-08-09 00:00:00
179,1059,CLASSIC,1998-08-10 00:00:00
169,1019,CLASSIC,1998-08-10 00:00:00
221,1339,CLASSIC,1998-08-10 00:00:00
684,4457,CLASSIC,1998-08-11 00:00:00
77,466,CLASSIC,1998-08-13 00:00:00
581,3721,CLASSIC,1998-08-13 00:00:00
47,280,CLASSIC,1998-08-13 00:00:00
386,2478,CLASSIC,1998-08-14 00:00:00
346,2177,CLASSIC,1998-08-14 00:00:00
406,2548,CLASSIC,1998-08-16 00:00:00
951,8392,CLASSIC,1998-08-16 00:00:00
519,3297,CLASSIC,1998-08-16 00:00:00
321,2058,GOLD,1998-08-16 00:00:00
128,716,CLASSIC,1998-08-19 00:00:00
711,4592,CLASSIC,1998-08-19 00:00:00
538,3414,GOLD,1998-08-20 00:00:00
29,192,CLASSIC,1998-08-20 00:00:00
834,6301,CLASSIC,1998-08-21 00:00:00
461,2977,GOLD,1998-08-21 00:00:00
239,1453,GOLD,1998-08-24 00:00:00
395,2502,CLASSIC,1998-08-24 00:00:00
531,3378,GOLD,1998-08-24 00:00:00
1150,12020,CLASSIC,1998-08-25 00:00:00
96,528,CLASSIC,1998-08-26 00:00:00
367,2343,CLASSIC,1998-08-27 00:00:00
1023,9621,CLASSIC,1998-08-30 00:00:00
702,4543,CLASSIC,1998-08-30 00:00:00
405,2542,CLASSIC,1998-08-31 00:00:00
480,3092,CLASSIC,1998-09-01 00:00:00
1098,11063,CLASSIC,1998-09-01 00:00:00
79,469,CLASSIC,1998-09-02 00:00:00
402,2536,CLASSIC,1998-09-03 00:00:00
551,3517,CLASSIC,1998-09-03 00:00:00
425,2662,JUNIOR,1998-09-04 00:00:00
1195,12787,GOLD,1998-09-04 00:00:00
1154,12070,CLASSIC,1998-09-05 00:00:00
307,1930,GOLD,1998-09-05 00:00:00
752,4944,JUNIOR,1998-09-06 00:00:00
134,769,CLASSIC,1998-09-07 00:00:00
285,1811,GOLD,1998-09-10 00:00:00
544,3448,GOLD,1998-09-10 00:00:00
526,3339,CLASSIC,1998-09-10 00:00:00
352,2235,CLASSIC,1998-09-11 00:00:00
328,2121,JUNIOR,1998-09-12 00:00:00
26,161,CLASSIC,1998-09-14 00:00:00
141,808,CLASSIC,1998-09-15 00:00:00
151,861,CLASSIC,1998-09-16 00:00:00
203,1231,CLASSIC,1998-09-16 00:00:00
653,4212,CLASSIC,1998-09-16 00:00:00
880,7186,CLASSIC,1998-09-17 00:00:00
620,3959,CLASSIC,1998-09-17 00:00:00
630,4019,CLASSIC,1998-09-18 00:00:00
1188,12678,CLASSIC,1998-09-19 00:00:00
389,2489,GOLD,1998-09-19 00:00:00
1024,9622,CLASSIC,1998-09-20 00:00:00
193,1179,GOLD,1998-09-21 00:00:00
758,5016,CLASSIC,1998-09-21 00:00:00
634,4081,JUNIOR,1998-09-22 00:00:00
361,2312,CLASSIC,1998-09-23 00:00:00
242,1473,CLASSIC,1998-09-24 00:00:00
923,7855,CLASSIC,1998-09-24 00:00:00
1007,9333,GOLD,1998-09-25 00:00:00
520,3308,CLASSIC,1998-09-25 00:00:00
629,4018,JUNIOR,1998-09-25 00:00:00
335,2137,CLASSIC,1998-09-25 00:00:00
414,2606,CLASSIC,1998-09-26 00:00:00
36,236,CLASSIC,1998-09-28 00:00:00
561,3581,GOLD,1998-09-28 00:00:00
291,1836,CLASSIC,1998-09-29 00:00:00
231,1390,JUNIOR,1998-09-29 00:00:00
782,5376,CLASSIC,1998-09-29 00:00:00
180,1062,CLASSIC,1998-09-29 00:00:00
765,5175,CLASSIC,1998-09-29 00:00:00
357,2277,JUNIOR,1998-09-29 00:00:00
554,3535,CLASSIC,1998-09-29 00:00:00
956,8502,CLASSIC,1998-09-30 00:00:00
676,4380,CLASSIC,1998-09-30 00:00:00
255,1579,GOLD,1998-10-01 00:00:00
1193,12743,CLASSIC,1998-10-01 00:00:00
416,2616,CLASSIC,1998-10-01 00:00:00
585,3753,GOLD,1998-10-01 00:00:00
744,4863,CLASSIC,1998-10-02 00:00:00
23,146,CLASSIC,1998-10-03 00:00:00
394,2501,CLASSIC,1998-10-05 00:00:00
460,2971,CLASSIC,1998-10-05 00:00:00
35,231,CLASSIC,1998-10-07 00:00:00
447,2845,CLASSIC,1998-10-07 00:00:00
264,1669,CLASSIC,1998-10-07 00:00:00
245,1483,CLASSIC,1998-10-08 00:00:00
505,3233,JUNIOR,1998-10-09 00:00:00
336,2138,JUNIOR,1998-10-09 00:00:00
366,2335,CLASSIC,1998-10-09 00:00:00
533,3384,CLASSIC,1998-10-09 00:00:00
288,1826,CLASSIC,1998-10-10 00:00:00
754,4976,JUNIOR,1998-10-10 00:00:00
116,646,CLASSIC,1998-10-11 00:00:00
1035,9732,CLASSIC,1998-10-11 00:00:00
682,4429,CLASSIC,1998-10-11 00:00:00
792,5526,CLASSIC,1998-10-11 00:00:00
385,2476,CLASSIC,1998-10-12 00:00:00
53,333,CLASSIC,1998-10-13 00:00:00
751,4941,JUNIOR,1998-10-15 00:00:00
614,3938,JUNIOR,1998-10-16 00:00:00
957,8506,JUNIOR,1998-10-16 00:00:00
1,9,GOLD,1998-10-16 00:00:00
743,4862,GOLD,1998-10-18 00:00:00
61,374,CLASSIC,1998-10-18 00:00:00
60,370,CLASSIC,1998-10-18 00:00:00
74,453,CLASSIC,1998-10-18 00:00:00
749,4929,CLASSIC,1998-10-19 00:00:00
339,2154,CLASSIC,1998-10-19 00:00:00
769,5224,CLASSIC,1998-10-20 00:00:00
488,3134,GOLD,1998-10-20 00:00:00
31,208,CLASSIC,1998-10-21 00:00:00
542,3439,CLASSIC,1998-10-22 00:00:00
750,4937,CLASSIC,1998-10-24 00:00:00
855,6764,CLASSIC,1998-10-24 00:00:00
299,1886,CLASSIC,1998-10-25 00:00:00
158,928,GOLD,1998-10-25 00:00:00
857,6789,JUNIOR,1998-10-25 00:00:00
230,1388,GOLD,1998-10-25 00:00:00
295,1864,CLASSIC,1998-10-26 00:00:00
584,3751,CLASSIC,1998-10-28 00:00:00
449,2865,CLASSIC,1998-10-28 00:00:00
351,2232,CLASSIC,1998-11-01 00:00:00
138,791,CLASSIC,1998-11-02 00:00:00
524,3333,CLASSIC,1998-11-02 00:00:00
693,4495,JUNIOR,1998-11-03 00:00:00
604,3858,CLASSIC,1998-11-04 00:00:00
746,4901,CLASSIC,1998-11-04 00:00:00
333,2128,CLASSIC,1998-11-04 00:00:00
129,719,CLASSIC,1998-11-05 00:00:00
429,2709,CLASSIC,1998-11-05 00:00:00
424,2659,CLASSIC,1998-11-06 00:00:00
345,2175,CLASSIC,1998-11-07 00:00:00
1165,12291,CLASSIC,1998-11-08 00:00:00
1070,10490,JUNIOR,1998-11-08 00:00:00
217,1316,CLASSIC,1998-11-09 00:00:00
636,4091,JUNIOR,1998-11-09 00:00:00
820,6039,CLASSIC,1998-11-10 00:00:00
46,273,CLASSIC,1998-11-10 00:00:00
742,4833,CLASSIC,1998-11-10 00:00:00
404,2540,JUNIOR,1998-11-12 00:00:00
102,575,CLASSIC,1998-11-12 00:00:00
455,2924,CLASSIC,1998-11-13 00:00:00
253,1536,GOLD,1998-11-14 00:00:00
570,3620,CLASSIC,1998-11-14 00:00:00
27,167,JUNIOR,1998-11-15 00:00:00
580,3713,CLASSIC,1998-11-16 00:00:00
409,2562,CLASSIC,1998-11-16 00:00:00
205,1242,CLASSIC,1998-11-16 00:00:00
773,5245,CLASSIC,1998-11-18 00:00:00
487,3130,CLASSIC,1998-11-18 00:00:00
177,1056,CLASSIC,1998-11-19 00:00:00
632,4069,CLASSIC,1998-11-19 00:00:00
445,2820,GOLD,1998-11-19 00:00:00
1001,9247,CLASSIC,1998-11-20 00:00:00
257,1589,CLASSIC,1998-11-20 00:00:00
178,1057,CLASSIC,1998-11-21 00:00:00
704,4553,GOLD,1998-11-21 00:00:00
56,339,CLASSIC,1998-11-22 00:00:00
148,834,CLASSIC,1998-11-22 00:00:00
392,2496,CLASSIC,1998-11-22 00:00:00
523,3319,JUNIOR,1998-11-23 00:00:00
1175,12494,CLASSIC,1998-11-24 00:00:00
466,2998,CLASSIC,1998-11-25 00:00:00
500,3192,CLASSIC,1998-11-26 00:00:00
4,42,CLASSIC,1998-11-26 00:00:00
388,2488,JUNIOR,1998-11-26 00:00:00
164,992,CLASSIC,1998-11-29 00:00:00
489,3135,CLASSIC,1998-11-29 00:00:00
626,3992,CLASSIC,1998-11-30 00:00:00
1169,12354,CLASSIC,1998-11-30 00:00:00
1137,11771,GOLD,1998-12-01 00:00:00
677,4382,JUNIOR,1998-12-01 00:00:00
20,131,CLASSIC,1998-12-02 00:00:00
657,4246,JUNIOR,1998-12-02 00:00:00
219,1329,CLASSIC,1998-12-04 00:00:00
819,5978,GOLD,1998-12-06 00:00:00
1177,12535,GOLD,1998-12-06 00:00:00
341,2156,GOLD,1998-12-06 00:00:00
692,4493,CLASSIC,1998-12-08 00:00:00
715,4639,JUNIOR,1998-12-08 00:00:00
131,725,CLASSIC,1998-12-08 00:00:00
201,1223,CLASSIC,1998-12-08 00:00:00
605,3874,CLASSIC,1998-12-11 00:00:00
306,1929,CLASSIC,1998-12-11 00:00:00
378,2430,CLASSIC,1998-12-11 00:00:00
549,3504,CLASSIC,1998-12-12 00:00:00
371,2388,GOLD,1998-12-13 00:00:00
147,826,JUNIOR,1998-12-13 00:00:00
527,3348,JUNIOR,1998-12-14 00:00:00
172,1030,CLASSIC,1998-12-14 00:00:00
886,7325,CLASSIC,1998-12-15 00:00:00
479,3085,CLASSIC,1998-12-16 00:00:00
691,4492,CLASSIC,1998-12-16 00:00:00
560,3577,CLASSIC,1998-12-17 00:00:00
452,2910,CLASSIC,1998-12-19 00:00:00
506,3236,GOLD,1998-12-19 00:00:00
735,4772,CLASSIC,1998-12-19 00:00:00
654,4230,CLASSIC,1998-12-21 00:00:00
196,1197,CLASSIC,1998-12-22 00:00:00
473,3063,CLASSIC,1998-12-22 00:00:00
829,6255,CLASSIC,1998-12-22 00:00:00
310,1947,JUNIOR,1998-12-23 00:00:00
76,464,CLASSIC,1998-12-23 00:00:00
573,3638,CLASSIC,1998-12-23 00:00:00
240,1459,CLASSIC,1998-12-23 00:00:00
728,4725,CLASSIC,1998-12-24 00:00:00
924,7862,CLASSIC,1998-12-24 00:00:00
486,3128,GOLD,1998-12-25 00:00:00
1081,10696,CLASSIC,1998-12-25 00:00:00
753,4974,CLASSIC,1998-12-25 00:00:00
442,2796,CLASSIC,1998-12-26 00:00:00
125,694,GOLD,1998-12-26 00:00:00
674,4360,CLASSIC,1998-12-28 00:00:00
322,2063,CLASSIC,1998-12-28 00:00:00
685,4467,CLASSIC,1998-12-29 00:00:00
635,4083,CLASSIC,1998-12-29 00:00:00
