loan_id,account_id,date,amount,duration,payments,status,payduration
5338,1888,1997-08-30 00:00:00,57360,1,4780,B,10
6007,4949,1997-08-30 00:00:00,289920,4,6040,C,42
6612,7907,1997-08-31 00:00:00,97392,1,8116,A,10
5718,3637,1997-09-01 00:00:00,14028,1,1169,A,10
6104,5395,1997-09-05 00:00:00,158184,3,4394,C,8
5229,1329,1997-09-06 00:00:00,23520,1,1960,A,2
6625,7966,1997-09-07 00:00:00,473280,5,7888,D,14
5206,1242,1997-09-07 00:00:00,128544,2,5356,C,5
5963,4746,1997-09-07 00:00:00,204780,5,3413,C,14
4990,110,1997-09-08 00:00:00,162576,3,4516,C,8
6641,8026,1997-09-09 00:00:00,128268,3,3563,C,8
5369,2080,1997-09-12 00:00:00,214596,3,5961,C,8
6196,5837,1997-09-14 00:00:00,177804,3,4939,C,8
5236,1374,1997-09-15 00:00:00,389136,4,8107,C,11
5719,3664,1997-09-20 00:00:00,271584,4,5658,C,11
5643,3273,1997-09-21 00:00:00,94512,1,7876,B,2
7050,10065,1997-09-23 00:00:00,311232,4,6484,C,11
6355,6699,1997-09-24 00:00:00,127200,4,2650,C,11
6688,8268,1997-09-26 00:00:00,8616,2,359,C,14
6239,6083,1997-09-28 00:00:00,360864,4,7518,D,29
5531,2753,1997-09-30 00:00:00,66432,2,2768,C,14
6113,5445,1997-10-01 00:00:00,78696,3,2186,C,21
7181,10679,1997-10-02 00:00:00,197808,2,8242,C,14
6118,5477,1997-10-04 00:00:00,349392,4,7279,C,29
7264,11141,1997-10-07 00:00:00,44940,1,3745,A,7
5343,1906,1997-10-08 00:00:00,44952,2,1873,C,14
5051,378,1997-10-11 00:00:00,230400,5,3840,C,36
5779,3942,1997-10-14 00:00:00,107352,3,2982,C,21
6605,7890,1997-10-14 00:00:00,79344,4,1653,C,29
6655,8085,1997-10-17 00:00:00,260400,5,4340,D,36
6534,7542,1997-10-19 00:00:00,590820,5,9847,C,36
5681,3448,1997-10-20 00:00:00,68664,2,2861,C,14
6607,7894,1997-10-21 00:00:00,153144,3,4254,C,15
6242,6097,1997-10-22 00:00:00,26208,3,728,C,15
7242,11027,1997-10-23 00:00:00,48096,2,2004,C,10
7277,11231,1997-10-24 00:00:00,89280,1,7440,A,5
6675,8158,1997-11-01 00:00:00,238716,3,6631,C,15
5398,2187,1997-11-04 00:00:00,53472,1,4456,A,5
5956,4725,1997-11-04 00:00:00,168264,3,4674,C,15
5731,3711,1997-11-05 00:00:00,460980,5,7683,D,26
6956,9631,1997-11-09 00:00:00,59448,2,2477,C,10
6437,7052,1997-11-09 00:00:00,63972,3,1777,D,15
5447,2335,1997-11-12 00:00:00,541200,5,9020,D,26
5973,4784,1997-11-24 00:00:00,219456,4,4572,C,21
6075,5267,1997-11-26 00:00:00,129312,2,5388,D,10
5281,1580,1997-11-27 00:00:00,194256,2,8094,C,10
5103,666,1997-11-28 00:00:00,12540,1,1045,A,9
6468,7176,1997-11-30 00:00:00,203940,5,3399,C,48
7209,10857,1997-11-30 00:00:00,385560,5,6426,D,48
5584,2986,1997-12-06 00:00:00,24792,2,1033,C,19
4988,103,1997-12-06 00:00:00,265320,3,7370,D,28
6502,7424,1997-12-08 00:00:00,30276,1,2523,A,9
5651,3329,1997-12-08 00:00:00,19248,1,1604,A,9
4962,25,1997-12-08 00:00:00,30276,1,2523,A,9
5862,4342,1997-12-09 00:00:00,100128,2,4172,C,19
7199,10789,1997-12-09 00:00:00,45768,1,3814,A,9
6727,8505,1997-12-10 00:00:00,42840,1,3570,A,9
7279,11244,1997-12-11 00:00:00,155760,2,6490,C,15
6544,7594,1997-12-11 00:00:00,130464,4,2718,C,30
5933,4631,1997-12-13 00:00:00,87528,2,3647,C,15
6574,7745,1997-12-20 00:00:00,77544,3,2154,C,22
6399,6902,1997-12-21 00:00:00,49320,3,1370,C,22
7187,10711,1997-12-24 00:00:00,24180,5,403,C,38
6353,6686,1997-12-25 00:00:00,116496,2,4854,C,15
5043,339,1997-12-25 00:00:00,468060,5,7801,C,38
5469,2445,1997-12-26 00:00:00,293160,5,4886,C,38
5976,4794,1997-12-27 00:00:00,465504,4,9698,D,30
6059,5196,1997-12-28 00:00:00,79824,1,6652,A,7
5799,4052,1997-12-28 00:00:00,106128,3,2948,C,22
6147,5602,1997-12-28 00:00:00,177504,4,3698,C,30
6254,6157,1997-12-28 00:00:00,247920,4,5165,C,30
7100,10280,1997-12-31 00:00:00,348120,5,5802,C,59
7147,10478,1998-01-02 00:00:00,267600,4,5575,C,47
5909,4550,1998-01-03 00:00:00,61320,5,1022,C,59
7037,10022,1998-01-03 00:00:00,218064,4,4543,C,47
5782,3953,1998-01-04 00:00:00,63576,1,5298,C,11
6237,6075,1998-01-06 00:00:00,407952,4,8499,D,47
6552,7632,1998-01-08 00:00:00,170448,4,3551,C,47
7067,10134,1998-01-11 00:00:00,136368,2,5682,C,23
5320,1819,1998-01-11 00:00:00,143676,3,3991,C,35
5930,4616,1998-01-12 00:00:00,66696,2,2779,C,23
6486,7240,1998-01-15 00:00:00,152160,5,2536,C,59
5245,1407,1998-01-17 00:00:00,125472,2,5228,C,23
6643,8038,1998-01-18 00:00:00,35856,2,1494,C,23
5260,1480,1998-01-19 00:00:00,123300,3,3425,C,35
5569,2936,1998-01-20 00:00:00,504000,5,8400,C,21
7110,10345,1998-01-21 00:00:00,31260,1,2605,C,4
7139,10445,1998-01-22 00:00:00,23412,1,1951,C,4
6791,8926,1998-01-23 00:00:00,566640,5,9444,C,21
5360,2035,1998-01-25 00:00:00,176328,3,4898,C,12
5287,1638,1998-01-26 00:00:00,64224,2,2676,C,8
6553,7636,1998-01-26 00:00:00,42384,1,3532,C,4
7072,10148,1998-01-27 00:00:00,22104,1,1842,C,4
6044,5133,1998-01-27 00:00:00,57060,1,4755,C,4
5332,1869,1998-01-29 00:00:00,37944,3,1054,C,12
6866,9201,1998-02-05 00:00:00,122472,2,5103,C,8
6633,7997,1998-02-05 00:00:00,160656,2,6694,C,8
6926,9455,1998-02-07 00:00:00,374760,5,6246,C,21
6442,7082,1998-02-08 00:00:00,194160,4,4045,C,17
5889,4456,1998-02-09 00:00:00,321240,5,5354,C,11
5765,3875,1998-02-10 00:00:00,153936,2,6414,C,4
5124,785,1998-02-12 00:00:00,156096,3,4336,C,6
5491,2545,1998-02-13 00:00:00,428784,4,8933,C,9
6730,8523,1998-02-15 00:00:00,93036,1,7753,C,2
7151,10493,1998-02-18 00:00:00,133800,2,5575,C,4
5140,873,1998-02-24 00:00:00,178500,5,2975,C,11
7171,10650,1998-02-24 00:00:00,196224,4,4088,C,9
6568,7713,1998-02-25 00:00:00,220440,5,3674,C,11
6861,9179,1998-02-28 00:00:00,215040,5,3584,C,11
6855,9153,1998-03-01 00:00:00,52236,3,1451,C,6
7129,10404,1998-03-01 00:00:00,194280,5,3238,C,11
5384,2142,1998-03-07 00:00:00,23328,1,1944,C,2
6859,9167,1998-03-07 00:00:00,272220,5,4537,C,33
5772,3906,1998-03-08 00:00:00,334620,5,5577,C,33
5665,3390,1998-03-11 00:00:00,40632,1,3386,C,6
6495,7274,1998-03-12 00:00:00,49044,1,4087,C,6
5061,440,1998-03-13 00:00:00,84288,4,1756,C,26
6948,9560,1998-03-15 00:00:00,157068,3,4363,C,19
5773,3907,1998-03-16 00:00:00,133848,2,5577,C,13
6052,5164,1998-03-23 00:00:00,22356,3,621,C,19
6682,8225,1998-03-30 00:00:00,36204,1,3017,D,6
6083,5305,1998-03-31 00:00:00,240528,4,5011,C,26
6962,9646,1998-04-02 00:00:00,279072,4,5814,C,26
5158,1004,1998-04-11 00:00:00,188532,3,5237,C,19
6464,7156,1998-04-16 00:00:00,49488,2,2062,C,13
5172,1083,1998-04-16 00:00:00,50976,3,1416,C,19
5582,2982,1998-04-17 00:00:00,41256,1,3438,C,6
6136,5572,1998-04-19 00:00:00,140880,5,2348,C,54
6235,6062,1998-04-19 00:00:00,321360,5,5356,C,54
6508,7437,1998-04-19 00:00:00,110736,4,2307,C,43
4968,38,1998-04-19 00:00:00,110736,4,2307,C,43
6632,7990,1998-04-23 00:00:00,144960,4,3020,C,43
7195,10774,1998-04-23 00:00:00,339168,4,7066,C,43
5525,2720,1998-04-27 00:00:00,93888,3,2608,C,32
6320,6495,1998-04-28 00:00:00,104964,1,8747,C,10
6766,8784,1998-04-28 00:00:00,74352,2,3098,C,21
6872,9227,1998-04-29 00:00:00,191580,5,3193,C,54
5906,4533,1998-05-05 00:00:00,81144,3,2254,C,32
7172,10652,1998-05-07 00:00:00,45720,1,3810,C,10
6571,7733,1998-05-12 00:00:00,140064,2,5836,C,21
5616,3143,1998-05-15 00:00:00,130896,2,5454,C,21
6312,6453,1998-05-17 00:00:00,10944,3,304,C,26
6470,7181,1998-05-17 00:00:00,49872,1,4156,C,8
5147,938,1998-05-21 00:00:00,22260,5,371,C,44
5501,2622,1998-05-21 00:00:00,136344,2,5681,C,17
6436,7049,1998-05-22 00:00:00,495180,5,8253,C,44
5699,3562,1998-05-24 00:00:00,174960,2,7290,C,17
5313,1776,1998-05-27 00:00:00,43200,2,1800,C,17
6234,6061,1998-05-28 00:00:00,5148,1,429,C,8
6569,7721,1998-05-28 00:00:00,45456,1,3788,C,8
7202,10812,1998-05-29 00:00:00,140688,4,2931,C,35
5683,3460,1998-05-29 00:00:00,140688,4,2931,C,35
5034,303,1998-05-30 00:00:00,112752,3,3132,C,26
5435,2279,1998-06-01 00:00:00,314688,4,6556,C,35
5815,4116,1998-06-03 00:00:00,151200,3,4200,C,26
5589,3005,1998-06-05 00:00:00,390000,4,8125,C,4
6746,8639,1998-06-06 00:00:00,185640,5,3094,C,6
6790,8919,1998-06-08 00:00:00,76104,2,3171,C,2
6857,9159,1998-06-08 00:00:00,69600,4,1450,C,4
6450,7099,1998-06-10 00:00:00,234336,4,4882,C,4
7221,10915,1998-06-11 00:00:00,152460,5,2541,C,6
5527,2728,1998-06-15 00:00:00,156420,5,2607,C,6
5620,3161,1998-06-16 00:00:00,30012,1,2501,C,1
6215,5944,1998-06-18 00:00:00,78720,4,1640,C,4
7167,10644,1998-06-18 00:00:00,269964,3,7499,C,3
5823,4144,1998-06-21 00:00:00,212976,3,5916,C,3
6207,5912,1998-06-23 00:00:00,184620,5,3077,C,6
6932,9491,1998-06-25 00:00:00,225504,4,4698,C,4
5669,3403,1998-06-27 00:00:00,71820,3,1995,C,3
5154,993,1998-07-01 00:00:00,108720,5,1812,C,56
7168,10645,1998-07-05 00:00:00,208332,3,5787,C,33
5585,2988,1998-07-08 00:00:00,88608,1,7384,C,11
7200,10799,1998-07-11 00:00:00,31140,5,519,C,56
6539,7559,1998-07-11 00:00:00,12792,1,1066,C,11
5774,3916,1998-07-12 00:00:00,96984,3,2694,C,33
6357,6706,1998-07-12 00:00:00,64860,5,1081,C,56
5042,330,1998-07-12 00:00:00,331584,4,6908,C,45
5015,226,1998-07-12 00:00:00,109344,1,9112,C,11
5354,2000,1998-07-14 00:00:00,290820,5,4847,C,56
6054,5180,1998-07-16 00:00:00,58764,1,4897,C,11
7295,11328,1998-07-18 00:00:00,280440,5,4674,C,56
5365,2055,1998-07-19 00:00:00,271260,5,4521,C,56
6755,8713,1998-07-24 00:00:00,170700,5,2845,C,56
5991,4858,1998-07-27 00:00:00,335184,4,6983,D,14
7035,10005,1998-07-29 00:00:00,210744,3,5854,C,10
5893,4467,1998-08-03 00:00:00,86184,3,2394,C,10
7164,10613,1998-08-15 00:00:00,249792,4,5204,C,14
5304,1718,1998-08-20 00:00:00,172272,2,7178,C,7
5561,2910,1998-08-29 00:00:00,437460,5,7291,C,17
5520,2699,1998-08-30 00:00:00,231168,4,4816,C,14
5241,1389,1998-09-02 00:00:00,125472,2,5228,C,7
7096,10257,1998-09-02 00:00:00,37812,1,3151,C,3
6078,5283,1998-09-09 00:00:00,170832,4,3559,C,14
5046,349,1998-09-09 00:00:00,42816,1,3568,C,3
5334,1876,1998-09-10 00:00:00,209040,2,8710,C,7
6969,9673,1998-09-12 00:00:00,88200,3,2450,C,10
6821,9037,1998-09-15 00:00:00,321936,4,6707,C,14
5760,3862,1998-09-18 00:00:00,74916,3,2081,C,10
5614,3137,1998-09-21 00:00:00,253560,5,4226,C,39
7091,10243,1998-09-22 00:00:00,113436,3,3151,C,23
5698,3556,1998-09-22 00:00:00,174840,5,2914,C,39
5169,1068,1998-09-24 00:00:00,253200,5,4220,C,39
7294,11327,1998-09-27 00:00:00,39168,2,1632,C,15
5318,1808,1998-09-30 00:00:00,385584,4,8033,C,31
5368,2073,1998-10-05 00:00:00,44640,2,1860,C,15
6923,9433,1998-10-05 00:00:00,44640,2,1860,C,15
5463,2413,1998-10-06 00:00:00,17952,1,1496,C,7
5265,1498,1998-10-07 00:00:00,165780,5,2763,C,39
6321,6505,1998-10-08 00:00:00,38496,1,3208,C,7
5226,1318,1998-10-11 00:00:00,185544,3,5154,C,23
6868,9208,1998-10-12 00:00:00,82128,2,3422,C,15
4967,37,1998-10-14 00:00:00,318480,5,5308,D,39
5293,1656,1998-10-29 00:00:00,189792,4,3954,C,23
5865,4354,1998-10-30 00:00:00,327660,5,5461,C,29
5841,4268,1998-11-04 00:00:00,41988,1,3499,C,5
5526,2725,1998-11-08 00:00:00,69624,3,1934,C,17
6852,9140,1998-11-10 00:00:00,16032,4,334,C,23
6469,7180,1998-11-17 00:00:00,99744,2,4156,C,11
6168,5698,1998-11-21 00:00:00,99216,3,2756,C,17
7292,11317,1998-11-22 00:00:00,317460,5,5291,C,29
5036,309,1998-11-25 00:00:00,91248,4,1901,C,23
5644,3293,1998-11-27 00:00:00,276084,3,7669,C,17
6856,9156,1998-12-01 00:00:00,163332,3,4537,C,17
5428,2262,1998-12-02 00:00:00,230220,3,6395,C,17
5027,276,1998-12-02 00:00:00,160920,3,4470,C,17
4989,105,1998-12-05 00:00:00,352704,4,7348,C,23
5221,1284,1998-12-05 00:00:00,52512,1,4376,C,10
6402,6922,1998-12-06 00:00:00,139488,2,5812,C,20
5346,1928,1998-12-06 00:00:00,55632,2,2318,C,20
6748,8645,1998-12-08 00:00:00,240900,5,4015,C,51
