client_id,birth_number,district_id,gender,age,ageType
864,1953-04-27,11,1,47,4
865,1946-12-03,11,0,54,5
866,1975-12-24,38,0,25,2
870,1957-06-06,70,1,43,4
871,1974-04-11,76,1,26,2
872,1963-03-22,35,1,37,3
873,1944-02-05,60,1,56,5
874,1952-10-05,14,0,48,4
875,1957-01-07,14,1,43,4
876,1960-12-25,1,1,40,4
877,1927-02-21,5,0,73,6
878,1920-05-17,5,1,80,6
879,1944-01-08,38,0,56,5
880,1960-03-17,49,1,40,4
881,1975-03-22,5,0,25,2
882,1933-10-09,70,0,67,6
883,1920-02-06,75,0,80,6
884,1918-11-14,75,1,82,6
885,1923-03-08,34,1,77,6
886,1948-03-02,34,1,52,5
887,1973-12-28,66,0,27,2
888,1973-11-26,28,1,27,2
889,1981-11-24,54,0,19,1
890,1919-04-30,77,1,81,6
891,1931-03-03,33,1,69,6
892,1922-06-24,42,0,78,6
893,1935-11-23,43,0,65,6
894,1934-09-18,75,1,66,6
895,1970-08-03,39,1,30,3
896,1973-05-24,36,0,27,2
897,1981-04-25,36,1,19,1
898,1943-05-27,38,0,57,5
899,1944-03-13,38,1,56,5
900,1977-05-10,73,1,23,2
901,1920-01-21,39,1,80,6
902,1950-09-15,23,1,50,5
903,1934-04-06,31,1,66,6
904,1932-03-08,1,1,68,6
905,1940-11-23,38,1,60,6
906,1978-07-16,65,1,22,2
907,1948-04-11,51,1,52,5
908,1961-04-07,51,0,39,3
909,1975-10-07,23,1,25,2
910,1961-10-27,1,1,39,3
911,1939-12-28,43,1,61,6
912,1920-11-29,76,1,80,6
913,1938-12-18,1,1,62,6
914,1921-02-19,1,0,79,6
915,1975-06-03,12,1,25,2
916,1958-07-29,3,1,42,4
917,1973-10-16,25,0,27,2
918,1965-01-23,26,1,35,3
921,1954-03-13,7,0,46,4
922,1972-09-16,22,0,28,2
923,1978-09-22,22,1,22,2
924,1953-08-12,1,1,47,4
925,1959-09-13,54,1,41,4
926,1981-02-22,1,1,19,1
927,1974-11-26,1,1,26,2
928,1951-11-10,66,0,49,4
929,1935-05-23,30,1,65,6
930,1959-09-25,68,0,41,4
931,1968-07-07,16,1,32,3
932,1947-10-27,3,1,53,5
933,1978-04-11,33,0,22,2
934,1982-09-19,33,1,18,1
935,1946-06-17,42,0,54,5
936,1943-08-30,42,1,57,5
937,1931-12-14,1,1,69,6
938,1944-09-07,59,0,56,5
939,1952-09-03,21,1,48,4
940,1960-09-11,53,1,40,4
941,1935-11-05,10,1,65,6
942,1931-10-02,12,0,69,6
943,1936-10-26,12,1,64,6
944,1971-01-18,39,1,29,2
945,1977-02-10,39,0,23,2
946,1951-09-06,54,1,49,4
948,1924-05-22,49,1,76,6
949,1976-08-27,3,1,24,2
950,1965-05-12,76,0,35,3
951,1960-10-17,76,1,40,4
952,1951-06-01,63,0,49,4
953,1937-11-17,25,1,63,6
954,1942-11-20,1,0,58,5
955,1970-02-28,57,1,30,3
956,1966-11-21,1,1,34,3
957,1942-01-23,56,0,58,5
958,1942-06-04,56,1,58,5
959,1962-10-12,11,0,38,3
960,1957-05-13,16,0,43,4
961,1931-11-04,15,0,69,6
962,1966-03-19,19,1,34,3
963,1967-01-17,64,0,33,3
964,1953-11-21,10,0,47,4
965,1973-01-01,13,0,27,2
966,1978-10-02,13,1,22,2
967,1979-07-20,76,1,21,2
968,1957-03-17,69,1,43,4
970,1957-04-29,36,1,43,4
971,1919-02-01,46,0,81,6
972,1917-06-06,46,1,83,6
973,1970-11-06,14,0,30,3
974,1963-07-24,14,1,37,3
975,1959-08-12,1,0,41,4
976,1955-12-19,16,0,45,4
977,1926-06-10,76,0,74,6
978,1968-07-09,56,0,32,3
979,1966-12-18,56,1,34,3
980,1961-10-30,40,1,39,3
981,1960-07-28,5,1,40,4
984,1949-08-03,20,1,51,5
985,1947-02-13,20,0,53,5
986,1955-06-16,74,1,45,4
987,1952-06-20,60,1,48,4
988,1939-11-01,40,0,61,6
989,1933-09-15,40,1,67,6
990,1962-01-24,71,1,38,3
991,1941-07-27,32,1,59,5
992,1948-06-21,19,1,52,5
993,1969-12-01,44,0,31,3
994,1971-05-27,36,1,29,2
995,1973-11-30,36,0,27,2
996,1980-07-26,1,0,20,2
997,1950-12-11,59,1,50,5
998,1953-07-28,59,0,47,4
999,1966-10-01,74,0,34,3
1000,1961-11-27,74,1,39,3
1001,1947-05-14,44,1,53,5
1002,1944-04-08,42,0,56,5
1003,1937-12-01,31,0,63,6
1004,1957-10-25,3,1,43,4
1006,1942-07-28,46,0,58,5
1007,1938-02-05,46,1,62,6
1008,1956-08-06,6,1,44,4
1009,1962-05-27,33,0,38,3
1010,1955-09-16,33,1,45,4
1011,1939-08-13,16,1,61,6
1012,1966-03-13,70,0,34,3
1013,1973-04-12,70,1,27,2
1014,1931-03-08,1,1,69,6
1015,1934-04-13,62,1,66,6
1016,1940-08-21,62,0,60,6
1017,1943-03-12,6,0,57,5
1018,1945-03-28,53,1,55,5
1019,1947-01-22,14,0,53,5
1020,1977-06-10,72,0,23,2
1021,1977-09-05,2,1,23,2
1022,1940-08-23,31,1,60,6
1023,1939-01-28,1,1,61,6
1024,1956-04-29,25,1,44,4
1025,1964-08-08,15,1,36,3
1026,1979-09-12,57,1,21,2
1027,1940-12-04,1,0,60,6
1028,1934-11-02,1,1,66,6
1029,1954-04-16,1,0,46,4
1030,1947-11-11,1,1,53,5
1031,1969-01-11,2,0,31,3
1032,1938-11-30,1,0,62,6
1033,1937-11-14,1,1,63,6
1034,1974-12-11,52,0,26,2
1035,1971-04-28,13,0,29,2
1036,1977-01-06,13,1,23,2
1037,1965-12-01,1,0,35,3
1038,1961-10-23,69,0,39,3
1039,1980-11-11,70,0,20,2
1040,1960-07-17,1,1,40,4
1041,1961-08-05,72,1,39,3
1042,1966-10-25,17,0,34,3
1043,1963-12-16,17,1,37,3
1044,1971-10-13,9,0,29,2
1045,1948-01-24,60,0,52,5
1046,1975-09-24,1,1,25,2
1047,1963-08-11,16,0,37,3
1048,1974-11-03,70,0,26,2
1049,1942-12-11,1,1,58,5
1050,1971-08-01,27,0,29,2
1051,1971-09-26,73,0,29,2
1052,1964-04-11,56,1,36,3
1053,1958-07-03,56,0,42,4
1054,1924-09-20,63,1,76,6
1055,1919-06-17,4,1,81,6
1056,1963-07-19,1,1,37,3
1057,1939-03-21,52,1,61,6
1058,1975-09-01,9,0,25,2
1059,1960-07-03,26,1,40,4
1060,1958-01-17,26,0,42,4
1062,1975-02-08,16,1,25,2
1063,1976-07-12,16,0,24,2
1064,1951-03-03,1,0,49,4
1065,1957-12-26,2,1,43,4
1066,1940-11-18,1,1,60,6
1067,1952-06-14,1,1,48,4
1068,1926-11-20,13,0,74,6
1069,1938-03-21,54,0,62,6
1070,1939-01-02,54,1,61,6
1071,1925-02-25,43,1,75,6
1072,1967-01-08,60,0,33,3
1073,1924-05-10,34,1,76,6
1074,1928-09-25,34,0,72,6
1075,1934-07-04,65,0,66,6
1076,1979-06-11,53,0,21,2
1077,1920-07-23,46,1,80,6
1078,1979-01-15,24,0,21,2
1079,1961-08-15,3,1,39,3
1080,1950-11-06,54,0,50,5
1081,1971-01-16,71,1,29,2
1082,1967-03-23,9,1,33,3
1083,1938-01-15,48,1,62,6
1084,1944-05-09,48,0,56,5
1085,1933-01-19,60,0,67,6
1086,1973-06-04,74,1,27,2
1087,1978-08-30,74,0,22,2
1088,1969-09-23,47,0,31,3
1089,1940-01-09,1,1,60,6
1090,1939-07-20,35,0,61,6
1091,1940-07-27,59,0,60,6
1092,1962-08-20,41,0,38,3
1093,1976-08-28,62,0,24,2
1094,1960-11-04,30,0,40,4
1095,1954-03-16,30,1,46,4
1096,1926-04-03,1,0,74,6
1097,1930-10-02,1,1,70,6
1098,1948-10-10,60,0,52,5
1099,1979-12-21,65,0,21,2
1100,1951-08-04,59,1,49,4
1101,1946-07-22,74,1,54,5
1102,1935-03-01,72,1,65,6
1103,1951-09-18,1,1,49,4
1104,1955-03-09,1,0,45,4
1105,1942-02-03,56,1,58,5
1106,1940-03-25,56,0,60,6
1107,1961-05-26,60,1,39,3
1108,1956-01-22,62,0,44,4
1109,1931-10-01,58,0,69,6
1110,1928-04-24,10,0,72,6
1111,1979-07-04,61,1,21,2
1112,1930-08-25,13,0,70,6
1113,1976-09-20,11,1,24,2
1114,1980-07-18,59,1,20,2
1115,1920-09-24,36,0,80,6
1116,1973-05-19,69,0,27,2
1117,1976-12-01,20,0,24,2
1118,1969-12-03,20,1,31,3
1119,1980-02-05,54,0,20,2
1120,1973-11-21,41,0,27,2
1121,1939-04-02,59,1,61,6
1122,1921-03-18,20,1,79,6
1123,1922-09-26,20,0,78,6
1124,1928-05-12,21,1,72,6
1125,1934-04-30,9,0,66,6
1126,1935-11-23,9,1,65,6
1127,1974-12-12,23,1,26,2
1128,1930-08-16,7,1,70,6
1129,1931-10-24,43,1,69,6
1130,1940-12-26,70,0,60,6
1131,1947-11-28,55,0,53,5
1132,1948-04-21,55,1,52,5
1133,1958-10-15,37,0,42,4
1134,1959-11-01,37,1,41,4
1135,1952-08-21,8,1,48,4
1136,1976-10-18,9,0,24,2
1137,1977-04-05,1,0,23,2
1138,1970-10-30,70,0,30,3
1139,1973-10-22,70,1,27,2
1140,1946-03-24,18,1,54,5
1141,1941-05-22,21,0,59,5
1142,1946-12-19,59,0,54,5
1143,1946-06-15,59,1,54,5
1145,1968-10-14,58,0,32,3
1146,1965-12-14,54,1,35,3
1147,1930-06-12,3,1,70,6
1148,1941-06-15,41,1,59,5
1149,1976-10-25,14,0,24,2
1150,1945-07-24,74,0,55,5
1151,1973-04-06,59,1,27,2
1152,1981-04-12,74,1,19,1
1153,1980-12-15,70,0,20,2
1154,1924-03-02,72,1,76,6
1155,1922-08-10,72,0,78,6
1156,1933-12-11,1,0,67,6
1157,1959-01-30,4,0,41,4
1158,1954-09-21,1,0,46,4
1159,1944-03-03,64,1,56,5
1160,1938-08-28,64,0,62,6
1161,1973-06-25,7,1,27,2
1162,1975-03-19,26,0,25,2
1163,1964-09-28,20,1,36,3
1164,1959-10-14,15,0,41,4
1165,1942-11-02,15,0,58,5
1166,1959-07-27,74,1,41,4
1167,1954-04-17,74,0,46,4
1168,1978-07-01,19,1,22,2
1169,1941-02-24,18,0,59,5
1170,1977-05-28,12,1,23,2
1171,1974-04-28,46,0,26,2
1172,1923-07-13,54,0,77,6
1173,1922-07-02,54,1,78,6
1174,1970-04-13,29,0,30,3
1175,1925-11-25,1,1,75,6
1176,1918-10-01,1,0,82,6
1177,1939-07-21,77,0,61,6
1178,1971-11-04,1,0,29,2
1179,1930-11-05,1,0,70,6
1180,1944-11-06,21,1,56,5
1181,1939-12-12,1,1,61,6
1182,1946-11-16,66,0,54,5
1183,1942-12-29,54,1,58,5
1186,1947-09-05,2,0,53,5
1187,1961-10-06,32,0,39,3
1188,1968-10-19,32,1,32,3
1189,1932-03-15,74,0,68,6
1190,1976-05-12,15,0,24,2
1191,1977-07-02,15,1,23,2
1192,1925-02-01,10,0,75,6
1193,1926-03-01,19,1,74,6
1194,1939-07-14,17,0,61,6
1195,1939-02-22,39,0,61,6
1196,1943-05-16,22,1,57,5
1197,1966-11-02,6,0,34,3
1198,1975-03-17,72,0,25,2
1199,1976-11-24,64,0,24,2
1200,1931-12-17,47,0,69,6
1201,1945-10-10,54,1,55,5
1202,1980-11-11,47,0,20,2
1204,1974-12-09,77,0,26,2
1206,1957-07-21,50,1,43,4
1207,1939-10-17,28,0,61,6
1208,1975-10-01,70,0,25,2
1209,1957-05-09,36,0,43,4
1210,1961-11-12,6,1,39,3
1211,1978-08-14,1,1,22,2
1212,1927-10-19,13,0,73,6
1213,1966-05-28,1,1,34,3
1214,1940-12-15,61,1,60,6
1215,1944-06-06,45,1,56,5
1216,1945-07-12,65,0,55,5
1217,1937-05-17,59,1,63,6
1218,1980-06-27,74,1,20,2
1219,1944-08-31,1,1,56,5
1220,1954-01-16,40,0,46,4
1221,1973-06-18,14,0,27,2
1222,1939-12-30,7,0,61,6
1223,1955-09-13,14,0,45,4
1224,1938-06-12,56,1,62,6
1225,1946-09-21,42,1,54,5
1226,1951-05-14,33,0,49,4
1227,1955-11-02,33,1,45,4
1228,1949-09-28,21,0,51,5
1229,1971-03-02,19,1,29,2
1231,1965-10-27,20,0,35,3
1232,1959-05-13,20,1,41,4
1233,1942-11-22,68,1,58,5
1234,1975-02-15,23,1,25,2
1235,1979-08-12,23,0,21,2
1236,1967-05-28,26,0,33,3
1237,1923-12-07,57,1,77,6
1238,1935-10-01,74,1,65,6
1239,1976-10-09,11,0,24,2
1240,1976-09-24,32,0,24,2
1241,1943-01-17,73,0,57,5
1242,1944-09-21,73,0,56,5
1243,1974-11-05,11,0,26,2
1244,1964-06-02,1,1,36,3
1245,1979-09-13,64,1,21,2
1246,1962-12-19,70,1,38,3
1247,1969-11-09,70,0,31,3
1248,1971-07-24,19,1,29,2
1250,1952-09-01,43,0,48,4
1251,1959-06-30,1,1,41,4
1252,1953-09-19,1,0,47,4
1253,1967-09-28,14,0,33,3
1254,1939-10-01,3,0,61,6
1255,1966-09-07,1,0,34,3
1256,1955-12-13,46,0,45,4
1257,1928-10-01,35,0,72,6
1258,1924-10-20,35,1,76,6
1259,1966-10-29,18,1,34,3
1260,1945-02-03,57,0,55,5
1261,1951-10-28,57,1,49,4
1262,1952-05-03,35,1,48,4
1263,1959-03-25,35,0,41,4
1264,1976-11-03,61,0,24,2
1265,1959-01-21,57,0,41,4
1266,1952-12-24,71,0,48,4
1267,1954-03-11,29,0,46,4
1268,1949-04-30,29,1,51,5
1269,1949-01-31,1,0,51,5
1270,1930-06-16,13,1,70,6
1271,1935-12-29,47,1,65,6
1272,1944-05-15,8,1,56,5
1273,1978-07-15,6,1,22,2
1274,1976-02-25,44,1,24,2
1275,1951-11-10,1,0,49,4
1276,1942-05-26,68,0,58,5
1277,1931-05-07,70,1,69,6
1278,1978-10-12,72,1,22,2
1279,1956-08-11,16,1,44,4
1280,1952-06-08,34,1,48,4
1281,1950-01-28,34,0,50,5
1282,1936-12-27,52,1,64,6
1283,1939-03-09,66,0,61,6
1284,1943-09-04,66,1,57,5
1285,1939-12-26,62,1,61,6
1286,1950-04-13,52,0,50,5
1287,1944-09-09,65,0,56,5
1288,1972-06-20,73,1,28,2
1289,1946-10-18,59,1,54,5
1290,1976-02-29,35,1,24,2
1291,1964-05-18,1,0,36,3
1292,1977-05-28,14,1,23,2
1293,1927-03-01,1,1,73,6
1294,1930-06-29,1,0,70,6
1295,1944-03-09,74,0,56,5
1296,1959-09-01,55,0,41,4
1297,1918-02-28,64,0,82,6
1298,1921-04-15,64,1,79,6
1299,1920-11-16,2,0,80,6
1300,1979-11-27,45,1,21,2
1303,1940-09-16,42,0,60,6
1304,1936-08-28,37,1,64,6
1305,1945-05-28,55,0,55,5
1306,1922-11-08,32,0,78,6
1307,1953-05-08,74,1,47,4
1308,1954-03-18,69,1,46,4
1309,1975-07-17,1,1,25,2
1310,1977-10-24,41,0,23,2
1311,1957-01-18,54,0,43,4
1312,1935-05-03,35,0,65,6
1313,1970-12-20,54,1,30,3
1314,1975-07-09,54,0,25,2
1315,1923-03-26,34,1,77,6
1316,1946-12-13,67,0,54,5
1317,1945-06-18,67,1,55,5
1318,1931-04-10,47,1,69,6
1321,1977-12-09,35,0,23,2
1322,1945-10-22,4,0,55,5
1323,1944-02-06,70,1,56,5
1324,1956-09-07,66,0,44,4
1325,1945-10-19,39,1,55,5
1326,1956-06-12,55,0,44,4
1327,1964-01-31,20,0,36,3
1328,1937-07-05,42,0,63,6
1329,1918-03-16,26,1,82,6
1330,1968-10-17,66,1,32,3
1331,1963-12-24,54,1,37,3
1332,1957-12-27,5,0,43,4
1333,1949-05-20,48,1,51,5
1334,1978-03-06,8,1,22,2
1335,1961-02-25,1,0,39,3
1336,1962-12-04,1,1,38,3
1337,1979-04-29,56,0,21,2
1338,1983-08-26,56,1,17,1
1339,1959-06-04,22,1,41,4
1340,1939-04-20,68,0,61,6
1341,1962-07-17,69,0,38,3
1343,1939-09-16,1,0,61,6
1344,1935-03-18,1,1,65,6
1345,1968-06-22,32,1,32,3
1346,1954-09-29,13,1,46,4
1347,1970-04-06,13,1,30,3
1348,1975-07-07,13,0,25,2
1349,1968-02-07,26,0,32,3
1350,1959-05-28,1,1,41,4
1351,1951-10-24,1,0,49,4
1352,1971-05-01,54,0,29,2
1353,1959-03-13,27,1,41,4
1354,1921-02-14,64,1,79,6
1355,1976-03-01,35,0,24,2
1356,1932-10-18,1,1,68,6
1359,1951-10-04,1,0,49,4
1360,1946-09-19,1,1,54,5
1361,1922-10-29,1,0,78,6
1362,1929-02-03,1,1,71,6
1363,1980-01-27,6,0,20,2
1364,1934-01-28,1,1,66,6
1365,1938-03-23,1,0,62,6
1366,1980-04-02,12,0,20,2
1367,1965-11-27,60,0,35,3
1368,1958-01-30,60,1,42,4
1369,1978-11-23,41,1,22,2
1370,1965-02-11,34,0,35,3
1371,1948-11-22,49,0,52,5
1372,1977-01-07,28,0,23,2
1373,1975-03-08,74,0,25,2
1375,1977-02-27,69,1,23,2
1376,1958-10-03,18,1,42,4
1377,1951-08-23,18,0,49,4
1378,1941-12-25,74,0,59,5
1379,1937-03-18,74,1,63,6
1380,1953-08-29,44,0,47,4
1382,1979-12-23,18,0,21,2
1383,1982-11-05,29,1,18,1
1384,1953-05-24,40,0,47,4
1385,1953-09-30,22,1,47,4
1386,1956-09-09,22,0,44,4
1387,1977-03-22,1,0,23,2
1388,1962-10-06,5,0,38,3
1389,1927-04-04,43,0,73,6
1390,1979-06-27,59,0,21,2
1391,1965-12-22,41,1,35,3
1392,1932-03-06,50,1,68,6
1393,1934-06-01,50,0,66,6
1394,1942-09-22,49,0,58,5
1395,1941-11-18,49,1,59,5
1396,1946-04-14,39,0,54,5
1397,1922-01-25,66,0,78,6
1401,1981-08-24,35,1,19,1
1402,1936-12-25,44,1,64,6
1403,1944-02-02,44,0,56,5
1404,1969-01-20,11,0,31,3
1406,1948-12-12,29,0,52,5
1407,1941-09-04,29,1,59,5
1408,1969-09-07,49,1,31,3
1409,1951-05-30,25,1,49,4
1410,1944-03-03,18,1,56,5
1411,1939-09-06,18,0,61,6
1412,1979-12-05,6,1,21,2
1413,1969-08-16,11,0,31,3
1414,1974-12-13,70,0,26,2
1416,1928-01-02,19,1,72,6
1417,1966-12-12,27,0,34,3
1418,1974-07-16,41,0,26,2
1419,1918-02-25,74,0,82,6
1420,1916-02-20,74,1,84,6
1421,1956-03-10,20,0,44,4
1422,1976-03-23,69,0,24,2
1423,1982-05-11,69,1,18,1
1424,1952-02-05,8,1,48,4
1425,1968-09-27,12,1,32,3
1426,1964-05-30,12,0,36,3
1427,1966-01-16,14,0,34,3
1428,1920-05-23,12,1,80,6
1429,1927-10-04,12,0,73,6
1430,1982-06-29,64,0,18,1
1431,1930-12-08,55,0,70,6
1432,1961-09-17,16,0,39,3
1433,1959-08-10,72,0,41,4
1434,1967-04-25,72,1,33,3
1435,1953-07-25,52,1,47,4
1438,1963-11-25,29,0,37,3
1439,1974-10-10,29,1,26,2
1440,1978-02-17,1,1,22,2
1441,1932-01-05,42,0,68,6
1442,1933-05-18,42,1,67,6
1443,1935-02-25,29,1,65,6
1444,1942-08-14,29,0,58,5
1445,1941-08-24,68,1,59,5
1446,1954-08-29,70,1,46,4
1447,1952-07-21,70,0,48,4
1448,1957-11-09,50,0,43,4
1449,1949-07-29,41,1,51,5
1450,1969-04-17,61,0,31,3
1452,1940-06-28,72,0,60,6
1453,1966-04-29,29,0,34,3
1454,1925-11-03,73,1,75,6
1455,1927-10-02,73,0,73,6
1456,1928-05-24,70,1,72,6
1457,1934-11-12,70,0,66,6
1458,1938-05-08,67,1,62,6
1459,1976-10-08,4,1,24,2
1460,1933-04-13,23,0,67,6
1461,1970-01-21,28,1,30,3
1462,1941-04-02,49,1,59,5
1463,1936-02-26,70,0,64,6
1464,1928-05-01,36,0,72,6
1465,1931-02-06,36,1,69,6
1466,1953-09-22,39,1,47,4
1467,1924-10-30,65,1,76,6
1468,1940-05-16,77,0,60,6
1469,1966-10-14,54,0,34,3
1470,1942-06-04,1,1,58,5
1471,1938-10-15,1,0,62,6
1472,1967-10-10,1,0,33,3
1473,1932-01-06,1,0,68,6
1474,1972-01-15,45,0,28,2
1475,1932-05-01,19,1,68,6
1476,1970-12-30,70,1,30,3
1478,1969-09-21,4,1,31,3
1479,1956-07-22,1,1,44,4
1480,1943-06-28,69,1,57,5
1481,1933-12-23,62,0,67,6
1482,1950-04-28,46,0,50,5
1483,1951-06-10,1,0,49,4
1484,1952-07-18,1,1,48,4
1485,1978-06-14,7,1,22,2
1486,1974-10-13,7,0,26,2
1487,1976-09-27,48,0,24,2
1488,1961-02-09,31,1,39,3
1489,1928-02-24,6,1,72,6
1490,1928-05-20,42,1,72,6
1491,1982-05-21,19,1,18,1
1492,1968-06-09,9,0,32,3
1493,1923-01-29,1,1,77,6
1494,1915-04-22,1,0,85,6
1495,1931-03-10,1,0,69,6
1496,1942-07-08,1,0,58,5
1497,1948-09-03,53,0,52,5
1498,1941-03-09,53,1,59,5
1499,1951-12-29,74,0,49,4
1500,1982-01-12,1,1,18,1
1501,1946-02-22,68,1,54,5
1502,1973-02-24,68,1,27,2
1503,1922-10-01,58,1,78,6
1504,1918-02-16,58,0,82,6
1505,1971-07-25,65,0,29,2
1506,1931-07-25,22,1,69,6
1507,1929-12-22,22,0,71,6
1508,1954-07-30,67,0,46,4
1509,1942-05-19,62,0,58,5
1510,1948-03-01,34,0,52,5
1511,1962-04-06,13,0,38,3
1512,1942-09-11,5,0,58,5
1513,1959-09-21,74,1,41,4
1514,1957-09-02,68,1,43,4
1516,1946-11-17,38,0,54,5
1517,1956-11-02,66,1,44,4
1518,1960-08-28,3,0,40,4
1519,1959-08-06,3,1,41,4
1520,1956-12-05,72,1,44,4
1521,1979-11-10,5,1,21,2
1522,1968-06-14,52,0,32,3
1523,1931-09-30,29,0,69,6
1524,1962-02-13,30,0,38,3
1525,1943-04-09,1,1,57,5
1526,1935-04-15,1,0,65,6
1527,1935-01-18,49,1,65,6
1528,1964-04-20,57,1,36,3
1529,1972-07-20,43,0,28,2
1530,1945-09-06,74,0,55,5
1531,1960-07-28,52,0,40,4
1532,1962-11-30,52,1,38,3
1533,1961-01-22,55,1,39,3
1534,1953-01-22,17,0,47,4
1535,1936-11-28,40,1,64,6
1536,1967-11-13,37,0,33,3
1537,1980-01-07,54,1,20,2
1539,1923-12-19,32,1,77,6
1540,1937-12-07,36,1,63,6
1541,1933-04-06,36,0,67,6
1542,1920-01-08,31,1,80,6
1543,1927-07-02,31,0,73,6
1546,1930-05-13,28,1,70,6
1547,1928-01-20,28,0,72,6
1548,1923-04-04,70,1,77,6
1549,1928-12-14,70,0,72,6
1550,1946-12-21,8,0,54,5
1554,1945-01-15,55,1,55,5
1555,1950-10-14,30,1,50,5
1556,1950-05-02,66,1,50,5
1557,1960-01-14,35,0,40,4
1558,1927-02-25,11,0,73,6
1559,1940-11-20,72,1,60,6
1561,1923-10-16,1,0,77,6
1562,1919-09-14,1,1,81,6
1563,1978-09-06,3,1,22,2
1564,1947-07-25,40,0,53,5
1565,1960-06-19,71,1,40,4
1566,1966-11-20,15,0,34,3
1567,1930-05-19,50,1,70,6
1568,1927-07-29,50,0,73,6
1569,1956-08-17,54,0,44,4
1570,1958-07-17,54,1,42,4
1571,1967-11-15,7,0,33,3
1572,1964-01-12,1,0,36,3
1574,1979-03-18,18,1,21,2
1575,1923-11-06,55,0,77,6
1576,1919-06-02,55,1,81,6
1577,1944-05-19,23,1,56,5
1578,1971-09-15,40,0,29,2
1579,1963-11-13,27,1,37,3
1580,1968-07-18,1,0,32,3
1581,1963-05-15,56,0,37,3
1582,1934-03-14,54,1,66,6
1583,1972-02-08,1,0,28,2
1584,1962-03-01,1,0,38,3
1585,1935-08-20,60,1,65,6
1586,1934-02-12,60,0,66,6
1587,1928-06-05,23,1,72,6
1588,1950-11-29,45,1,50,5
1589,1951-12-27,48,0,49,4
1590,1940-09-10,13,0,60,6
1591,1953-08-07,42,0,47,4
1592,1928-05-11,56,1,72,6
1593,1925-07-01,56,0,75,6
1594,1939-10-29,56,1,61,6
1595,1955-01-16,56,0,45,4
1596,1978-11-22,58,0,22,2
1597,1956-06-10,60,1,44,4
1598,1925-05-25,67,1,75,6
1599,1964-11-08,43,1,36,3
1600,1965-07-15,43,0,35,3
1601,1969-04-29,42,0,31,3
1602,1969-01-30,42,1,31,3
1603,1968-09-27,26,1,32,3
1604,1969-08-21,26,0,31,3
1605,1980-10-21,52,0,20,2
1606,1982-10-02,65,1,18,1
1607,1941-06-26,8,0,59,5
1608,1941-12-11,53,1,59,5
1609,1944-06-30,53,0,56,5
1610,1942-05-23,68,0,58,5
1611,1964-01-02,59,0,36,3
1612,1959-07-30,59,1,41,4
1613,1961-02-15,50,1,39,3
1614,1938-06-18,21,1,62,6
1615,1952-05-28,74,0,48,4
1616,1938-06-23,54,1,62,6
1617,1950-05-30,5,0,50,5
1618,1980-01-07,17,0,20,2
1619,1942-02-27,74,0,58,5
1620,1936-06-15,74,1,64,6
1621,1952-05-05,76,0,48,4
1622,1950-11-12,52,1,50,5
1623,1963-08-09,36,1,37,3
1624,1965-10-10,9,1,35,3
1625,1973-08-12,9,0,27,2
1628,1957-04-25,12,0,43,4
1629,1966-10-01,28,1,34,3
1630,1964-03-19,28,0,36,3
1631,1976-05-30,74,1,24,2
1632,1943-03-20,8,0,57,5
1633,1972-09-28,55,0,28,2
1634,1969-12-10,55,1,31,3
1635,1930-10-02,75,0,70,6
1636,1932-10-12,75,1,68,6
1637,1943-11-20,21,1,57,5
1638,1954-03-02,40,0,46,4
1639,1959-06-01,1,0,41,4
1640,1953-07-13,51,0,47,4
1641,1923-02-28,31,0,77,6
1642,1959-11-10,1,0,41,4
1643,1976-05-17,39,0,24,2
1644,1976-07-06,56,1,24,2
1645,1961-04-10,39,0,39,3
1646,1966-04-17,8,1,34,3
1647,1978-04-26,71,0,22,2
1648,1952-04-12,46,1,48,4
1649,1950-04-16,46,0,50,5
1650,1953-04-29,1,1,47,4
1651,1966-08-10,11,0,34,3
1653,1944-07-19,42,1,56,5
1654,1964-01-08,60,1,36,3
1655,1972-03-04,74,1,28,2
1656,1968-07-18,22,0,32,3
1657,1935-11-02,32,1,65,6
1658,1929-09-21,52,0,71,6
1659,1938-01-15,1,0,62,6
1660,1983-01-11,1,0,17,1
1661,1953-05-16,47,0,47,4
1662,1967-10-07,53,1,33,3
1663,1957-05-29,19,1,43,4
1664,1918-12-10,64,0,82,6
1665,1912-04-02,64,1,88,6
1666,1941-10-01,1,1,59,5
1667,1940-09-13,1,0,60,6
1668,1949-09-17,20,0,51,5
1669,1952-11-25,47,1,48,4
1670,1961-06-07,53,1,39,3
1671,1931-10-15,57,0,69,6
1672,1928-02-07,57,1,72,6
1673,1972-08-09,48,1,28,2
1674,1920-11-27,11,0,80,6
1675,1940-03-15,74,1,60,6
1676,1953-03-03,53,1,47,4
1677,1946-10-07,53,0,54,5
1679,1942-05-17,67,0,58,5
1680,1975-04-28,29,0,25,2
1681,1940-12-25,34,1,60,6
1682,1956-10-07,69,1,44,4
1683,1952-01-24,15,0,48,4
1684,1946-11-25,15,1,54,5
1685,1944-05-21,61,0,56,5
1686,1947-12-08,1,0,53,5
1687,1947-03-27,1,1,53,5
1688,1923-09-10,32,1,77,6
1689,1937-01-04,1,1,63,6
1690,1947-09-17,46,0,53,5
1691,1978-03-08,21,0,22,2
1692,1972-03-07,62,1,28,2
1693,1980-08-06,45,0,20,2
1694,1980-01-27,45,1,20,2
1696,1923-04-21,1,0,77,6
