card_id,disp_id,type,issued
36,236,classic,1998/9/28 0:00
561,3581,gold,1998/9/28 0:00
291,1836,classic,1998/9/29 0:00
231,1390,junior,1998/9/29 0:00
782,5376,classic,1998/9/29 0:00
180,1062,classic,1998/9/29 0:00
765,5175,classic,1998/9/29 0:00
357,2277,junior,1998/9/29 0:00
554,3535,classic,1998/9/29 0:00
956,8502,classic,1998/9/30 0:00
676,4380,classic,1998/9/30 0:00
255,1579,gold,1998/10/1 0:00
1193,12743,classic,1998/10/1 0:00
416,2616,classic,1998/10/1 0:00
585,3753,gold,1998/10/1 0:00
744,4863,classic,1998/10/2 0:00
23,146,classic,1998/10/3 0:00
394,2501,classic,1998/10/5 0:00
460,2971,classic,1998/10/5 0:00
35,231,classic,1998/10/7 0:00
447,2845,classic,1998/10/7 0:00
264,1669,classic,1998/10/7 0:00
245,1483,classic,1998/10/8 0:00
505,3233,junior,1998/10/9 0:00
336,2138,junior,1998/10/9 0:00
366,2335,classic,1998/10/9 0:00
533,3384,classic,1998/10/9 0:00
288,1826,classic,1998/10/10 0:00
754,4976,junior,1998/10/10 0:00
116,646,classic,1998/10/11 0:00
1035,9732,classic,1998/10/11 0:00
682,4429,classic,1998/10/11 0:00
792,5526,classic,1998/10/11 0:00
385,2476,classic,1998/10/12 0:00
53,333,classic,1998/10/13 0:00
751,4941,junior,1998/10/15 0:00
614,3938,junior,1998/10/16 0:00
957,8506,junior,1998/10/16 0:00
1,9,gold,1998/10/16 0:00
743,4862,gold,1998/10/18 0:00
61,374,classic,1998/10/18 0:00
60,370,classic,1998/10/18 0:00
74,453,classic,1998/10/18 0:00
749,4929,classic,1998/10/19 0:00
339,2154,classic,1998/10/19 0:00
769,5224,classic,1998/10/20 0:00
488,3134,gold,1998/10/20 0:00
31,208,classic,1998/10/21 0:00
542,3439,classic,1998/10/22 0:00
750,4937,classic,1998/10/24 0:00
855,6764,classic,1998/10/24 0:00
299,1886,classic,1998/10/25 0:00
158,928,gold,1998/10/25 0:00
857,6789,junior,1998/10/25 0:00
230,1388,gold,1998/10/25 0:00
295,1864,classic,1998/10/26 0:00
584,3751,classic,1998/10/28 0:00
449,2865,classic,1998/10/28 0:00
351,2232,classic,1998/11/1 0:00
138,791,classic,1998/11/2 0:00
524,3333,classic,1998/11/2 0:00
693,4495,junior,1998/11/3 0:00
604,3858,classic,1998/11/4 0:00
746,4901,classic,1998/11/4 0:00
333,2128,classic,1998/11/4 0:00
129,719,classic,1998/11/5 0:00
429,2709,classic,1998/11/5 0:00
424,2659,classic,1998/11/6 0:00
345,2175,classic,1998/11/7 0:00
1165,12291,classic,1998/11/8 0:00
1070,10490,junior,1998/11/8 0:00
217,1316,classic,1998/11/9 0:00
636,4091,junior,1998/11/9 0:00
820,6039,classic,1998/11/10 0:00
46,273,classic,1998/11/10 0:00
742,4833,classic,1998/11/10 0:00
404,2540,junior,1998/11/12 0:00
102,575,classic,1998/11/12 0:00
455,2924,classic,1998/11/13 0:00
253,1536,gold,1998/11/14 0:00
570,3620,classic,1998/11/14 0:00
27,167,junior,1998/11/15 0:00
580,3713,classic,1998/11/16 0:00
409,2562,classic,1998/11/16 0:00
205,1242,classic,1998/11/16 0:00
773,5245,classic,1998/11/18 0:00
487,3130,classic,1998/11/18 0:00
177,1056,classic,1998/11/19 0:00
632,4069,classic,1998/11/19 0:00
445,2820,gold,1998/11/19 0:00
1001,9247,classic,1998/11/20 0:00
257,1589,classic,1998/11/20 0:00
178,1057,classic,1998/11/21 0:00
704,4553,gold,1998/11/21 0:00
56,339,classic,1998/11/22 0:00
148,834,classic,1998/11/22 0:00
392,2496,classic,1998/11/22 0:00
523,3319,junior,1998/11/23 0:00
1175,12494,classic,1998/11/24 0:00
466,2998,classic,1998/11/25 0:00
500,3192,classic,1998/11/26 0:00
4,42,classic,1998/11/26 0:00
388,2488,junior,1998/11/26 0:00
164,992,classic,1998/11/29 0:00
489,3135,classic,1998/11/29 0:00
626,3992,classic,1998/11/30 0:00
1169,12354,classic,1998/11/30 0:00
1137,11771,gold,1998/12/1 0:00
677,4382,junior,1998/12/1 0:00
20,131,classic,1998/12/2 0:00
657,4246,junior,1998/12/2 0:00
219,1329,classic,1998/12/4 0:00
819,5978,gold,1998/12/6 0:00
1177,12535,gold,1998/12/6 0:00
341,2156,gold,1998/12/6 0:00
692,4493,classic,1998/12/8 0:00
715,4639,junior,1998/12/8 0:00
131,725,classic,1998/12/8 0:00
201,1223,classic,1998/12/8 0:00
605,3874,classic,1998/12/11 0:00
306,1929,classic,1998/12/11 0:00
378,2430,classic,1998/12/11 0:00
549,3504,classic,1998/12/12 0:00
371,2388,gold,1998/12/13 0:00
147,826,junior,1998/12/13 0:00
527,3348,junior,1998/12/14 0:00
172,1030,classic,1998/12/14 0:00
886,7325,classic,1998/12/15 0:00
479,3085,classic,1998/12/16 0:00
691,4492,classic,1998/12/16 0:00
560,3577,classic,1998/12/17 0:00
452,2910,classic,1998/12/19 0:00
506,3236,gold,1998/12/19 0:00
735,4772,classic,1998/12/19 0:00
654,4230,classic,1998/12/21 0:00
196,1197,classic,1998/12/22 0:00
473,3063,classic,1998/12/22 0:00
829,6255,classic,1998/12/22 0:00
310,1947,junior,1998/12/23 0:00
76,464,classic,1998/12/23 0:00
573,3638,classic,1998/12/23 0:00
240,1459,classic,1998/12/23 0:00
728,4725,classic,1998/12/24 0:00
924,7862,classic,1998/12/24 0:00
486,3128,gold,1998/12/25 0:00
1081,10696,classic,1998/12/25 0:00
753,4974,classic,1998/12/25 0:00
442,2796,classic,1998/12/26 0:00
125,694,gold,1998/12/26 0:00
674,4360,classic,1998/12/28 0:00
322,2063,classic,1998/12/28 0:00
685,4467,classic,1998/12/29 0:00
635,4083,classic,1998/12/29 0:00
