account_id,district_id,frequency,date
2388,30,POPLATEK MESICNE,1993/6/9 0:00
3566,21,POPLATEK MESICNE,1993/6/9 0:00
10266,54,POPLATEK MESICNE,1993/6/10 0:00
3771,22,POPLATEK MESICNE,1993/6/11 0:00
1978,57,POPLATEK TYDNE,1993/6/11 0:00
2022,72,POPLATEK MESICNE,1993/6/11 0:00
3542,49,POPLATEK MESICNE,1993/6/11 0:00
1515,11,POPLATEK MESICNE,1993/6/11 0:00
4171,28,POPLATEK MESICNE,1993/6/12 0:00
433,20,POPLATEK MESICNE,1993/6/12 0:00
1373,47,POPLATEK MESICNE,1993/6/12 0:00
3246,54,POPLATEK MESICNE,1993/6/14 0:00
1475,1,POPLATEK TYDNE,1993/6/14 0:00
3133,66,POPLATEK MESICNE,1993/6/14 0:00
2779,73,POPLATEK MESICNE,1993/6/15 0:00
135,75,POPLATEK MESICNE,1993/6/15 0:00
446,50,POPLATEK MESICNE,1993/6/15 0:00
9093,47,POPLATEK MESICNE,1993/6/16 0:00
432,46,POPLATEK MESICNE,1993/6/16 0:00
2880,71,POPLATEK MESICNE,1993/6/16 0:00
5767,72,POPLATEK MESICNE,1993/6/16 0:00
1998,1,POPLATEK MESICNE,1993/6/17 0:00
2554,36,POPLATEK MESICNE,1993/6/18 0:00
2933,10,POPLATEK MESICNE,1993/6/18 0:00
773,15,POPLATEK MESICNE,1993/6/19 0:00
4894,14,POPLATEK MESICNE,1993/6/20 0:00
3969,39,POPLATEK MESICNE,1993/6/20 0:00
1277,31,POPLATEK MESICNE,1993/6/20 0:00
5120,1,POPLATEK MESICNE,1993/6/21 0:00
738,34,POPLATEK MESICNE,1993/6/21 0:00
1299,1,POPLATEK MESICNE,1993/6/21 0:00
148,8,POPLATEK MESICNE,1993/6/21 0:00
899,72,POPLATEK MESICNE,1993/6/21 0:00
3521,75,POPLATEK MESICNE,1993/6/22 0:00
3786,21,POPLATEK MESICNE,1993/6/22 0:00
886,1,POPLATEK MESICNE,1993/6/23 0:00
5228,77,POPLATEK PO OBRATU,1993/6/23 0:00
702,12,POPLATEK MESICNE,1993/6/23 0:00
300,1,POPLATEK MESICNE,1993/6/23 0:00
1451,64,POPLATEK MESICNE,1993/6/24 0:00
2940,54,POPLATEK MESICNE,1993/6/24 0:00
1837,23,POPLATEK MESICNE,1993/6/24 0:00
3954,22,POPLATEK MESICNE,1993/6/25 0:00
885,1,POPLATEK MESICNE,1993/6/25 0:00
2697,8,POPLATEK MESICNE,1993/6/26 0:00
8129,45,POPLATEK MESICNE,1993/6/26 0:00
1930,3,POPLATEK MESICNE,1993/6/27 0:00
2411,69,POPLATEK MESICNE,1993/6/27 0:00
3775,19,POPLATEK MESICNE,1993/6/27 0:00
9034,1,POPLATEK MESICNE,1993/6/28 0:00
902,74,POPLATEK MESICNE,1993/6/29 0:00
630,71,POPLATEK MESICNE,1993/6/29 0:00
3096,68,POPLATEK MESICNE,1993/6/29 0:00
2552,52,POPLATEK MESICNE,1993/7/1 0:00
3435,59,POPLATEK MESICNE,1993/7/1 0:00
5215,55,POPLATEK MESICNE,1993/7/1 0:00
36,1,POPLATEK MESICNE,1993/7/1 0:00
2687,76,POPLATEK MESICNE,1993/7/1 0:00
1861,54,POPLATEK MESICNE,1993/7/2 0:00
2464,33,POPLATEK PO OBRATU,1993/7/2 0:00
2736,72,POPLATEK MESICNE,1993/7/2 0:00
1145,31,POPLATEK MESICNE,1993/7/3 0:00
2298,31,POPLATEK MESICNE,1993/7/3 0:00
929,54,POPLATEK MESICNE,1993/7/3 0:00
381,68,POPLATEK MESICNE,1993/7/4 0:00
3778,52,POPLATEK MESICNE,1993/7/4 0:00
1118,48,POPLATEK MESICNE,1993/7/4 0:00
4352,2,POPLATEK MESICNE,1993/7/5 0:00
1322,17,POPLATEK MESICNE,1993/7/5 0:00
1852,35,POPLATEK MESICNE,1993/7/5 0:00
8173,11,POPLATEK MESICNE,1993/7/5 0:00
2705,63,POPLATEK PO OBRATU,1993/7/5 0:00
9472,1,POPLATEK TYDNE,1993/7/6 0:00
368,77,POPLATEK MESICNE,1993/7/6 0:00
1425,76,POPLATEK MESICNE,1993/7/6 0:00
8027,44,POPLATEK TYDNE,1993/7/7 0:00
3261,1,POPLATEK MESICNE,1993/7/7 0:00
35,75,POPLATEK MESICNE,1993/7/7 0:00
2186,63,POPLATEK MESICNE,1993/7/7 0:00
1566,73,POPLATEK MESICNE,1993/7/7 0:00
78,74,POPLATEK MESICNE,1993/7/7 0:00
3939,70,POPLATEK MESICNE,1993/7/8 0:00
2584,50,POPLATEK MESICNE,1993/7/8 0:00
2336,39,POPLATEK MESICNE,1993/7/8 0:00
2078,62,POPLATEK MESICNE,1993/7/8 0:00
3882,10,POPLATEK MESICNE,1993/7/9 0:00
4159,74,POPLATEK MESICNE,1993/7/9 0:00
907,41,POPLATEK MESICNE,1993/7/9 0:00
1411,54,POPLATEK MESICNE,1993/7/9 0:00
1684,32,POPLATEK TYDNE,1993/7/10 0:00
3748,1,POPLATEK MESICNE,1993/7/10 0:00
2213,68,POPLATEK MESICNE,1993/7/11 0:00
1062,6,POPLATEK MESICNE,1993/7/11 0:00
273,24,POPLATEK PO OBRATU,1993/7/11 0:00
10320,68,POPLATEK MESICNE,1993/7/11 0:00
1416,66,POPLATEK TYDNE,1993/7/12 0:00
3277,36,POPLATEK MESICNE,1993/7/12 0:00
1892,28,POPLATEK MESICNE,1993/7/13 0:00
3413,70,POPLATEK MESICNE,1993/7/13 0:00
3654,47,POPLATEK MESICNE,1993/7/13 0:00
3000,28,POPLATEK MESICNE,1993/7/14 0:00
3955,64,POPLATEK MESICNE,1993/7/14 0:00
1544,69,POPLATEK MESICNE,1993/7/14 0:00
9703,68,POPLATEK MESICNE,1993/7/15 0:00
234,73,POPLATEK MESICNE,1993/7/15 0:00
3241,44,POPLATEK MESICNE,1993/7/16 0:00
3465,1,POPLATEK MESICNE,1993/7/16 0:00
3152,1,POPLATEK MESICNE,1993/7/16 0:00
1497,1,POPLATEK MESICNE,1993/7/16 0:00
3078,1,POPLATEK MESICNE,1993/7/16 0:00
400,28,POPLATEK MESICNE,1993/7/17 0:00
1902,50,POPLATEK TYDNE,1993/7/17 0:00
757,50,POPLATEK MESICNE,1993/7/19 0:00
1116,1,POPLATEK MESICNE,1993/7/20 0:00
5700,42,POPLATEK MESICNE,1993/7/20 0:00
3267,64,POPLATEK MESICNE,1993/7/21 0:00
3222,4,POPLATEK MESICNE,1993/7/21 0:00
408,41,POPLATEK MESICNE,1993/7/21 0:00
2818,40,POPLATEK MESICNE,1993/7/21 0:00
6273,38,POPLATEK MESICNE,1993/7/21 0:00
2513,70,POPLATEK MESICNE,1993/7/22 0:00
3493,63,POPLATEK MESICNE,1993/7/22 0:00
1201,61,POPLATEK MESICNE,1993/7/23 0:00
4478,70,POPLATEK MESICNE,1993/7/23 0:00
2915,57,POPLATEK MESICNE,1993/7/23 0:00
9833,20,POPLATEK MESICNE,1993/7/24 0:00
2253,74,POPLATEK MESICNE,1993/7/24 0:00
1069,70,POPLATEK MESICNE,1993/7/24 0:00
207,2,POPLATEK MESICNE,1993/7/25 0:00
3212,70,POPLATEK MESICNE,1993/7/25 0:00
4035,1,POPLATEK MESICNE,1993/7/25 0:00
1268,74,POPLATEK MESICNE,1993/7/25 0:00
3287,18,POPLATEK MESICNE,1993/7/26 0:00
6226,74,POPLATEK TYDNE,1993/7/26 0:00
2123,64,POPLATEK MESICNE,1993/7/26 0:00
3982,26,POPLATEK MESICNE,1993/7/27 0:00
2701,71,POPLATEK MESICNE,1993/7/27 0:00
3629,48,POPLATEK MESICNE,1993/7/27 0:00
2841,71,POPLATEK MESICNE,1993/7/27 0:00
563,53,POPLATEK MESICNE,1993/7/27 0:00
2732,5,POPLATEK MESICNE,1993/7/27 0:00
1297,70,POPLATEK MESICNE,1993/7/27 0:00
7485,39,POPLATEK MESICNE,1993/7/28 0:00
2088,4,POPLATEK MESICNE,1993/7/28 0:00
225,1,POPLATEK MESICNE,1993/7/28 0:00
1630,72,POPLATEK MESICNE,1993/7/28 0:00
403,1,POPLATEK MESICNE,1993/7/29 0:00
445,63,POPLATEK TYDNE,1993/7/29 0:00
186,1,POPLATEK TYDNE,1993/7/29 0:00
3720,36,POPLATEK MESICNE,1993/7/30 0:00
574,70,POPLATEK MESICNE,1993/7/30 0:00
1429,57,POPLATEK MESICNE,1993/7/30 0:00
3580,43,POPLATEK MESICNE,1993/8/1 0:00
7819,38,POPLATEK MESICNE,1993/8/1 0:00
759,23,POPLATEK MESICNE,1993/8/1 0:00
6363,74,POPLATEK MESICNE,1993/8/1 0:00
3738,51,POPLATEK MESICNE,1993/8/1 0:00
4000,7,POPLATEK MESICNE,1993/8/2 0:00
9041,1,POPLATEK MESICNE,1993/8/3 0:00
2620,22,POPLATEK MESICNE,1993/8/3 0:00
3609,28,POPLATEK MESICNE,1993/8/3 0:00
1382,48,POPLATEK MESICNE,1993/8/3 0:00
930,41,POPLATEK MESICNE,1993/8/3 0:00
1925,12,POPLATEK MESICNE,1993/8/3 0:00
1834,62,POPLATEK MESICNE,1993/8/3 0:00
1507,35,POPLATEK MESICNE,1993/8/3 0:00
7857,75,POPLATEK MESICNE,1993/8/4 0:00
6636,72,POPLATEK TYDNE,1993/8/4 0:00
601,29,POPLATEK MESICNE,1993/8/4 0:00
3298,29,POPLATEK MESICNE,1993/8/4 0:00
2938,1,POPLATEK MESICNE,1993/8/4 0:00
2199,1,POPLATEK MESICNE,1993/8/4 0:00
3745,5,POPLATEK MESICNE,1993/8/4 0:00
3699,50,POPLATEK MESICNE,1993/8/5 0:00
816,52,POPLATEK MESICNE,1993/8/5 0:00
3656,53,POPLATEK MESICNE,1993/8/6 0:00
2038,42,POPLATEK MESICNE,1993/8/6 0:00
2542,21,POPLATEK MESICNE,1993/8/7 0:00
1136,12,POPLATEK MESICNE,1993/8/7 0:00
1589,37,POPLATEK MESICNE,1993/8/7 0:00
3136,69,POPLATEK MESICNE,1993/8/7 0:00
3547,54,POPLATEK MESICNE,1993/8/7 0:00
26,52,POPLATEK MESICNE,1993/8/8 0:00
657,47,POPLATEK MESICNE,1993/8/8 0:00
3538,58,POPLATEK MESICNE,1993/8/8 0:00
2167,16,POPLATEK MESICNE,1993/8/8 0:00
3127,66,POPLATEK MESICNE,1993/8/8 0:00
47,45,POPLATEK MESICNE,1993/8/8 0:00
3850,8,POPLATEK MESICNE,1993/8/9 0:00
5366,70,POPLATEK MESICNE,1993/8/9 0:00
747,39,POPLATEK MESICNE,1993/8/9 0:00
3166,71,POPLATEK MESICNE,1993/8/10 0:00
11021,1,POPLATEK MESICNE,1993/8/10 0:00
1701,1,POPLATEK MESICNE,1993/8/10 0:00
3613,43,POPLATEK MESICNE,1993/8/10 0:00
3600,27,POPLATEK MESICNE,1993/8/10 0:00
3792,10,POPLATEK MESICNE,1993/8/11 0:00
523,1,POPLATEK MESICNE,1993/8/11 0:00
3808,38,POPLATEK MESICNE,1993/8/11 0:00
1401,1,POPLATEK MESICNE,1993/8/12 0:00
541,61,POPLATEK MESICNE,1993/8/12 0:00
1023,21,POPLATEK MESICNE,1993/8/13 0:00
3683,33,POPLATEK MESICNE,1993/8/13 0:00
3220,29,POPLATEK MESICNE,1993/8/14 0:00
1779,33,POPLATEK MESICNE,1993/8/15 0:00
1912,64,POPLATEK MESICNE,1993/8/15 0:00
238,6,POPLATEK MESICNE,1993/8/15 0:00
3113,67,POPLATEK MESICNE,1993/8/16 0:00
5481,52,POPLATEK MESICNE,1993/8/16 0:00
3035,15,POPLATEK TYDNE,1993/8/16 0:00
942,9,POPLATEK MESICNE,1993/8/16 0:00
3221,5,POPLATEK MESICNE,1993/8/17 0:00
2616,1,POPLATEK MESICNE,1993/8/17 0:00
2137,4,POPLATEK PO OBRATU,1993/8/17 0:00
978,73,POPLATEK MESICNE,1993/8/18 0:00
2771,37,POPLATEK MESICNE,1993/8/18 0:00
3891,1,POPLATEK MESICNE,1993/8/18 0:00
9236,11,POPLATEK MESICNE,1993/8/18 0:00
274,76,POPLATEK MESICNE,1993/8/20 0:00
552,14,POPLATEK MESICNE,1993/8/20 0:00
2417,44,POPLATEK MESICNE,1993/8/20 0:00
3868,43,POPLATEK MESICNE,1993/8/21 0:00
9869,12,POPLATEK MESICNE,1993/8/21 0:00
1875,44,POPLATEK MESICNE,1993/8/21 0:00
8212,52,POPLATEK PO OBRATU,1993/8/21 0:00
3477,71,POPLATEK MESICNE,1993/8/22 0:00
1513,30,POPLATEK MESICNE,1993/8/23 0:00
3053,11,POPLATEK MESICNE,1993/8/23 0:00
1057,13,POPLATEK MESICNE,1993/8/23 0:00
6030,47,POPLATEK MESICNE,1993/8/24 0:00
3407,28,POPLATEK MESICNE,1993/8/24 0:00
1761,24,POPLATEK MESICNE,1993/8/24 0:00
3306,75,POPLATEK MESICNE,1993/8/24 0:00
162,60,POPLATEK MESICNE,1993/8/25 0:00
5011,31,POPLATEK MESICNE,1993/8/25 0:00
965,20,POPLATEK MESICNE,1993/8/25 0:00
1305,57,POPLATEK MESICNE,1993/8/25 0:00
815,56,POPLATEK MESICNE,1993/8/25 0:00
1449,35,POPLATEK MESICNE,1993/8/26 0:00
950,49,POPLATEK MESICNE,1993/8/26 0:00
3361,45,POPLATEK MESICNE,1993/8/26 0:00
3837,48,POPLATEK PO OBRATU,1993/8/26 0:00
33,22,POPLATEK MESICNE,1993/8/26 0:00
2894,17,POPLATEK MESICNE,1993/8/28 0:00
2510,61,POPLATEK MESICNE,1993/8/28 0:00
389,30,POPLATEK MESICNE,1993/8/28 0:00
6051,56,POPLATEK MESICNE,1993/8/28 0:00
730,4,POPLATEK MESICNE,1993/8/28 0:00
1694,6,POPLATEK TYDNE,1993/8/29 0:00
721,76,POPLATEK MESICNE,1993/8/29 0:00
1106,20,POPLATEK TYDNE,1993/8/29 0:00
3319,56,POPLATEK MESICNE,1993/8/29 0:00
10451,1,POPLATEK MESICNE,1993/8/29 0:00
172,13,POPLATEK MESICNE,1993/8/30 0:00
3920,74,POPLATEK MESICNE,1993/9/1 0:00
3011,64,POPLATEK MESICNE,1993/9/1 0:00
1337,23,POPLATEK MESICNE,1993/9/1 0:00
2592,69,POPLATEK MESICNE,1993/9/1 0:00
146,4,POPLATEK MESICNE,1993/9/2 0:00
2576,1,POPLATEK MESICNE,1993/9/2 0:00
3195,40,POPLATEK MESICNE,1993/9/2 0:00
8073,24,POPLATEK PO OBRATU,1993/9/3 0:00
4463,67,POPLATEK MESICNE,1993/9/3 0:00
2082,36,POPLATEK MESICNE,1993/9/3 0:00
2020,13,POPLATEK MESICNE,1993/9/4 0:00
160,23,POPLATEK MESICNE,1993/9/4 0:00
7607,1,POPLATEK MESICNE,1993/9/5 0:00
117,31,POPLATEK MESICNE,1993/9/5 0:00
3509,2,POPLATEK MESICNE,1993/9/5 0:00
151,76,POPLATEK MESICNE,1993/9/6 0:00
1719,1,POPLATEK MESICNE,1993/9/6 0:00
3456,32,POPLATEK MESICNE,1993/9/6 0:00
2951,44,POPLATEK MESICNE,1993/9/6 0:00
7190,49,POPLATEK MESICNE,1993/9/6 0:00
1827,10,POPLATEK MESICNE,1993/9/6 0:00
1689,55,POPLATEK MESICNE,1993/9/7 0:00
1197,68,POPLATEK MESICNE,1993/9/7 0:00
5952,50,POPLATEK MESICNE,1993/9/7 0:00
6930,41,POPLATEK MESICNE,1993/9/8 0:00
1107,42,POPLATEK MESICNE,1993/9/8 0:00
8475,4,POPLATEK MESICNE,1993/9/8 0:00
3575,7,POPLATEK MESICNE,1993/9/8 0:00
2691,69,POPLATEK MESICNE,1993/9/8 0:00
3323,13,POPLATEK MESICNE,1993/9/8 0:00
2428,72,POPLATEK MESICNE,1993/9/8 0:00
2649,2,POPLATEK MESICNE,1993/9/8 0:00
2907,70,POPLATEK MESICNE,1993/9/9 0:00
1091,16,POPLATEK MESICNE,1993/9/9 0:00
1487,66,POPLATEK MESICNE,1993/9/10 0:00
3157,77,POPLATEK MESICNE,1993/9/10 0:00
4414,24,POPLATEK MESICNE,1993/9/10 0:00
2302,24,POPLATEK MESICNE,1993/9/10 0:00
1410,74,POPLATEK MESICNE,1993/9/11 0:00
1146,67,POPLATEK MESICNE,1993/9/12 0:00
8564,68,POPLATEK MESICNE,1993/9/12 0:00
750,73,POPLATEK MESICNE,1993/9/12 0:00
2150,37,POPLATEK MESICNE,1993/9/12 0:00
10940,50,POPLATEK MESICNE,1993/9/13 0:00
9337,30,POPLATEK MESICNE,1993/9/13 0:00
861,22,POPLATEK MESICNE,1993/9/13 0:00
10440,72,POPLATEK MESICNE,1993/9/13 0:00
10036,1,POPLATEK MESICNE,1993/9/13 0:00
1234,6,POPLATEK MESICNE,1993/9/13 0:00
7774,74,POPLATEK PO OBRATU,1993/9/14 0:00
1547,72,POPLATEK MESICNE,1993/9/14 0:00
1079,74,POPLATEK MESICNE,1993/9/14 0:00
3863,15,POPLATEK MESICNE,1993/9/14 0:00
3480,58,POPLATEK MESICNE,1993/9/14 0:00
2671,1,POPLATEK MESICNE,1993/9/15 0:00
1705,70,POPLATEK MESICNE,1993/9/15 0:00
3028,27,POPLATEK MESICNE,1993/9/15 0:00
3310,25,POPLATEK MESICNE,1993/9/15 0:00
6715,48,POPLATEK TYDNE,1993/9/15 0:00
3255,1,POPLATEK MESICNE,1993/9/15 0:00
3751,9,POPLATEK MESICNE,1993/9/15 0:00
2987,18,POPLATEK MESICNE,1993/9/16 0:00
857,77,POPLATEK MESICNE,1993/9/16 0:00
3042,10,POPLATEK MESICNE,1993/9/16 0:00
2695,16,POPLATEK MESICNE,1993/9/16 0:00
2849,1,POPLATEK MESICNE,1993/9/16 0:00
2802,1,POPLATEK MESICNE,1993/9/16 0:00
34,67,POPLATEK TYDNE,1993/9/17 0:00
7133,1,POPLATEK MESICNE,1993/9/17 0:00
699,1,POPLATEK MESICNE,1993/9/17 0:00
2282,29,POPLATEK TYDNE,1993/9/17 0:00
8489,19,POPLATEK MESICNE,1993/9/18 0:00
837,46,POPLATEK MESICNE,1993/9/18 0:00
8759,1,POPLATEK MESICNE,1993/9/18 0:00
1602,33,POPLATEK MESICNE,1993/9/19 0:00
2958,48,POPLATEK MESICNE,1993/9/19 0:00
3408,62,POPLATEK MESICNE,1993/9/19 0:00
153,77,POPLATEK MESICNE,1993/9/19 0:00
3268,21,POPLATEK MESICNE,1993/9/20 0:00
854,62,POPLATEK MESICNE,1993/9/21 0:00
1831,1,POPLATEK MESICNE,1993/9/21 0:00
39,36,POPLATEK MESICNE,1993/9/22 0:00
1811,40,POPLATEK MESICNE,1993/9/22 0:00
3822,8,POPLATEK MESICNE,1993/9/22 0:00
1404,7,POPLATEK TYDNE,1993/9/22 0:00
517,76,POPLATEK MESICNE,1993/9/22 0:00
1440,55,POPLATEK MESICNE,1993/9/22 0:00
3505,46,POPLATEK MESICNE,1993/9/23 0:00
1804,20,POPLATEK TYDNE,1993/9/23 0:00
2617,1,POPLATEK MESICNE,1993/9/24 0:00
467,74,POPLATEK MESICNE,1993/9/24 0:00
4437,40,POPLATEK MESICNE,1993/9/24 0:00
1453,61,POPLATEK TYDNE,1993/9/25 0:00
3977,7,POPLATEK MESICNE,1993/9/25 0:00
8982,64,POPLATEK MESICNE,1993/9/25 0:00
27,73,POPLATEK MESICNE,1993/9/26 0:00
4511,33,POPLATEK MESICNE,1993/9/26 0:00
1052,61,POPLATEK MESICNE,1993/9/27 0:00
10227,62,POPLATEK PO OBRATU,1993/9/27 0:00
3171,61,POPLATEK MESICNE,1993/9/28 0:00
228,5,POPLATEK MESICNE,1993/9/28 0:00
3618,29,POPLATEK MESICNE,1993/9/29 0:00
1016,40,POPLATEK MESICNE,1993/9/29 0:00
15,70,POPLATEK MESICNE,1993/10/2 0:00
3237,20,POPLATEK MESICNE,1993/10/2 0:00
1485,36,POPLATEK MESICNE,1993/10/3 0:00
7769,23,POPLATEK MESICNE,1993/10/3 0:00
2613,26,POPLATEK MESICNE,1993/10/3 0:00
2201,8,POPLATEK MESICNE,1993/10/5 0:00
1896,74,POPLATEK MESICNE,1993/10/5 0:00
5387,1,POPLATEK MESICNE,1993/10/5 0:00
3535,1,POPLATEK MESICNE,1993/10/5 0:00
1120,1,POPLATEK MESICNE,1993/10/5 0:00
235,41,POPLATEK MESICNE,1993/10/6 0:00
3701,76,POPLATEK MESICNE,1993/10/6 0:00
1516,67,POPLATEK MESICNE,1993/10/8 0:00
4543,33,POPLATEK MESICNE,1993/10/8 0:00
2427,70,POPLATEK TYDNE,1993/10/8 0:00
1981,64,POPLATEK MESICNE,1993/10/8 0:00
8566,74,POPLATEK MESICNE,1993/10/8 0:00
678,17,POPLATEK MESICNE,1993/10/8 0:00
4659,56,POPLATEK MESICNE,1993/10/8 0:00
4059,34,POPLATEK MESICNE,1993/10/8 0:00
4013,73,POPLATEK PO OBRATU,1993/10/8 0:00
7011,75,POPLATEK MESICNE,1993/10/8 0:00
2132,76,POPLATEK MESICNE,1993/10/8 0:00
1816,44,POPLATEK MESICNE,1993/10/8 0:00
2623,58,POPLATEK MESICNE,1993/10/9 0:00
2793,47,POPLATEK MESICNE,1993/10/9 0:00
2479,18,POPLATEK MESICNE,1993/10/9 0:00
11135,75,POPLATEK MESICNE,1993/10/10 0:00
8041,1,POPLATEK MESICNE,1993/10/10 0:00
492,5,POPLATEK MESICNE,1993/10/10 0:00
799,56,POPLATEK MESICNE,1993/10/10 0:00
3972,51,POPLATEK MESICNE,1993/10/11 0:00
1468,54,POPLATEK MESICNE,1993/10/11 0:00
624,70,POPLATEK MESICNE,1993/10/11 0:00
3483,40,POPLATEK MESICNE,1993/10/12 0:00
4260,56,POPLATEK MESICNE,1993/10/14 0:00
616,43,POPLATEK MESICNE,1993/10/14 0:00
931,59,POPLATEK MESICNE,1993/10/15 0:00
102,11,POPLATEK MESICNE,1993/10/16 0:00
540,75,POPLATEK MESICNE,1993/10/16 0:00
2660,1,POPLATEK TYDNE,1993/10/17 0:00
4287,1,POPLATEK MESICNE,1993/10/17 0:00
3551,6,POPLATEK MESICNE,1993/10/17 0:00
2072,41,POPLATEK MESICNE,1993/10/17 0:00
4119,77,POPLATEK MESICNE,1993/10/18 0:00
1345,28,POPLATEK MESICNE,1993/10/19 0:00
1565,36,POPLATEK MESICNE,1993/10/20 0:00
2824,11,POPLATEK MESICNE,1993/10/20 0:00
2052,61,POPLATEK MESICNE,1993/10/20 0:00
1767,21,POPLATEK MESICNE,1993/10/20 0:00
2140,75,POPLATEK MESICNE,1993/10/21 0:00
1051,35,POPLATEK MESICNE,1993/10/21 0:00
3927,56,POPLATEK MESICNE,1993/10/22 0:00
2050,1,POPLATEK MESICNE,1993/10/22 0:00
2276,31,POPLATEK MESICNE,1993/10/22 0:00
126,5,POPLATEK MESICNE,1993/10/23 0:00
2859,11,POPLATEK MESICNE,1993/10/23 0:00
2667,23,POPLATEK MESICNE,1993/10/23 0:00
1789,46,POPLATEK MESICNE,1993/10/23 0:00
838,47,POPLATEK MESICNE,1993/10/23 0:00
3264,70,POPLATEK MESICNE,1993/10/23 0:00
198,70,POPLATEK MESICNE,1993/10/25 0:00
2345,5,POPLATEK MESICNE,1993/10/25 0:00
5256,72,POPLATEK PO OBRATU,1993/10/25 0:00
40,64,POPLATEK MESICNE,1993/10/25 0:00
419,13,POPLATEK MESICNE,1993/10/25 0:00
3892,43,POPLATEK MESICNE,1993/10/25 0:00
1217,69,POPLATEK MESICNE,1993/10/25 0:00
397,11,POPLATEK MESICNE,1993/10/26 0:00
3146,68,POPLATEK MESICNE,1993/10/26 0:00
287,16,POPLATEK MESICNE,1993/10/27 0:00
2180,45,POPLATEK MESICNE,1993/10/27 0:00
354,59,POPLATEK MESICNE,1993/10/28 0:00
259,2,POPLATEK MESICNE,1993/10/28 0:00
1666,67,POPLATEK MESICNE,1993/10/30 0:00
1495,36,POPLATEK MESICNE,1993/11/1 0:00
2582,28,POPLATEK MESICNE,1993/11/1 0:00
4470,16,POPLATEK MESICNE,1993/11/1 0:00
1381,57,POPLATEK MESICNE,1993/11/1 0:00
2435,38,POPLATEK MESICNE,1993/11/1 0:00
542,1,POPLATEK MESICNE,1993/11/1 0:00
1123,13,POPLATEK MESICNE,1993/11/1 0:00
3225,1,POPLATEK MESICNE,1993/11/1 0:00
1133,1,POPLATEK MESICNE,1993/11/1 0:00
3086,1,POPLATEK MESICNE,1993/11/2 0:00
2250,35,POPLATEK MESICNE,1993/11/2 0:00
340,1,POPLATEK MESICNE,1993/11/3 0:00
4079,52,POPLATEK MESICNE,1993/11/3 0:00
841,1,POPLATEK MESICNE,1993/11/4 0:00
2269,6,POPLATEK MESICNE,1993/11/4 0:00
2867,30,POPLATEK MESICNE,1993/11/4 0:00
3371,68,POPLATEK MESICNE,1993/11/4 0:00
520,60,POPLATEK MESICNE,1993/11/4 0:00
743,10,POPLATEK MESICNE,1993/11/5 0:00
3640,10,POPLATEK MESICNE,1993/11/5 0:00
3354,63,POPLATEK MESICNE,1993/11/5 0:00
107,64,POPLATEK MESICNE,1993/11/5 0:00
243,55,POPLATEK TYDNE,1993/11/6 0:00
3687,71,POPLATEK MESICNE,1993/11/6 0:00
1984,73,POPLATEK MESICNE,1993/11/7 0:00
4173,1,POPLATEK MESICNE,1993/11/8 0:00
2700,74,POPLATEK MESICNE,1993/11/8 0:00
2318,73,POPLATEK MESICNE,1993/11/8 0:00
7965,55,POPLATEK MESICNE,1993/11/8 0:00
3352,42,POPLATEK MESICNE,1993/11/8 0:00
4255,70,POPLATEK TYDNE,1993/11/8 0:00
73,72,POPLATEK MESICNE,1993/11/8 0:00
3948,1,POPLATEK MESICNE,1993/11/9 0:00
648,13,POPLATEK MESICNE,1993/11/9 0:00
3688,70,POPLATEK MESICNE,1993/11/10 0:00
462,29,POPLATEK MESICNE,1993/11/10 0:00
3243,1,POPLATEK MESICNE,1993/11/10 0:00
8625,64,POPLATEK MESICNE,1993/11/10 0:00
321,47,POPLATEK MESICNE,1993/11/11 0:00
3548,23,POPLATEK MESICNE,1993/11/11 0:00
5984,11,POPLATEK MESICNE,1993/11/11 0:00
3091,3,POPLATEK MESICNE,1993/11/11 0:00
626,72,POPLATEK MESICNE,1993/11/11 0:00
998,47,POPLATEK MESICNE,1993/11/11 0:00
3326,5,POPLATEK MESICNE,1993/11/11 0:00
2457,76,POPLATEK MESICNE,1993/11/11 0:00
2549,74,POPLATEK MESICNE,1993/11/12 0:00
1947,35,POPLATEK MESICNE,1993/11/12 0:00
2738,41,POPLATEK MESICNE,1993/11/12 0:00
1809,1,POPLATEK TYDNE,1993/11/12 0:00
519,24,POPLATEK MESICNE,1993/11/12 0:00
2665,61,POPLATEK MESICNE,1993/11/13 0:00
1114,6,POPLATEK TYDNE,1993/11/13 0:00
8957,1,POPLATEK MESICNE,1993/11/13 0:00
2271,68,POPLATEK MESICNE,1993/11/13 0:00
196,4,POPLATEK MESICNE,1993/11/14 0:00
3218,41,POPLATEK MESICNE,1993/11/14 0:00
3660,74,POPLATEK MESICNE,1993/11/14 0:00
787,10,POPLATEK MESICNE,1993/11/14 0:00
3820,1,POPLATEK MESICNE,1993/11/14 0:00
10906,76,POPLATEK MESICNE,1993/11/14 0:00
914,73,POPLATEK MESICNE,1993/11/14 0:00
9656,61,POPLATEK MESICNE,1993/11/14 0:00
1941,60,POPLATEK MESICNE,1993/11/15 0:00
3617,22,POPLATEK MESICNE,1993/11/15 0:00
3370,49,POPLATEK MESICNE,1993/11/15 0:00
1664,56,POPLATEK MESICNE,1993/11/15 0:00
4337,29,POPLATEK MESICNE,1993/11/16 0:00
2557,40,POPLATEK MESICNE,1993/11/17 0:00
1527,31,POPLATEK PO OBRATU,1993/11/17 0:00
